,Name,Age,Club,Overall,Potential,Height,Nationality
864,B. Costil,30,FC Girondins de Bordeaux,78,78,1.8796,France
865,Hilton,40,Montpellier HSC,78,78,1.8034,Brazil
866,N. Gudelj,26,Sporting CP,78,80,1.8796,Serbia
867,L. Pratto,30,River Plate,78,78,1.8796,Argentina
868,E. Hernández,30,Cruz Azul,78,78,1.7018,Mexico
869,Jurado,32,Al Ahli,78,78,1.7526,Spain
870,R. Cabella,28,AS Saint-Étienne,78,78,1.7018,France
871,Rafael Tolói,27,Atalanta,78,80,1.8542,Brazil
872,C. Bravo,35,Manchester City,78,78,1.8288,Chile
873,Hernanes,33,Hebei China Fortune FC,78,78,1.8034,Brazil
874,K. Honda,32,Melbourne Victory,78,78,1.8288,Japan
875,A. Dzyuba,29,,78,78,1.9558,Russia
876,J. Holebas,34,Watford,78,78,1.8542,Greece
877,Javi García,31,Real Betis,78,78,1.8542,Spain
878,Sergio,31,RC Celta,78,78,1.778,Spain
879,M. Cáceres,31,Lazio,78,78,1.8034,Uruguay
880,Daniel Carriço,29,Sevilla FC,78,78,1.8034,Portugal
881,J. Cork,29,Burnley,78,78,1.8288,England
882,J. Tomkins,29,Crystal Palace,78,79,1.9304,England
883,Guilherme,32,Lokomotiv Moscow,78,78,1.9558,Russia
884,Gervinho,31,Parma,78,78,1.778,Ivory Coast
885,J. Shelvey,26,Newcastle United,78,80,1.8288,England
886,R. Eremenko,31,Spartak Moscow,78,78,1.8542,Finland
887,R. Vormer,30,Club Brugge KV,78,78,1.778,Netherlands
888,J. Lens,30,Beşiktaş JK,78,78,1.778,Netherlands
889,Adriano,33,Beşiktaş JK,78,78,1.7272,Brazil
890,S. Cook,27,Bournemouth,78,78,1.8542,England
891,L. Podolski,33,Vissel Kobe,78,78,1.8288,Germany
892,C. Ansaldi,31,Torino,78,78,1.8034,Argentina
893,Manu García,32,Deportivo Alavés,78,78,1.8288,Spain
894,R. Alessandrini,29,LA Galaxy,78,78,1.7272,France
895,J. Ward-Prowse,23,Southampton,77,82,1.7272,England
896,M. Harnik,31,SV Werder Bremen,77,77,1.8542,Austria
897,B. Moukandjo,29,Beijing Renhe FC,77,77,1.8034,Cameroon
898,G. Pereiro,23,PSV,77,82,1.8796,Uruguay
899,G. Castro,31,VfB Stuttgart,77,77,1.7272,Germany
900,Aarón Martín,21,1. FSV Mainz 05,77,85,1.8034,Spain
901,F. Johnson,30,Borussia Mönchengladbach,77,77,1.8288,United States
902,L. López,28,Genoa,77,77,1.905,Argentina
903,M. Dossevi,30,Toulouse Football Club,77,77,1.7272,Togo
904,Caiuby,29,FC Augsburg,77,77,1.8288,Brazil
905,Gabriel,24,SL Benfica,77,81,1.8796,Brazil
906,Iván Ramis,33,SD Eibar,77,77,1.8796,Spain
907,M. Suchý,30,FC Basel 1893,77,77,1.8288,Czech Republic
908,T. Vilhena,23,Feyenoord,77,81,1.7526,Netherlands
909,E. Çolak,27,Al Wehda,77,77,1.7018,Turkey
910,V. Germain,28,Olympique de Marseille,77,77,1.8034,France
911,G. Hoarau,34,BSC Young Boys,77,77,1.9304,France
912,Sergio García,35,RCD Espanyol,77,77,1.7526,Spain
913,E. Choupo-Moting,29,Paris Saint-Germain,77,77,1.905,Cameroon
914,J. Pinola,35,River Plate,77,77,1.8034,Argentina
915,J. Hendrix,23,PSV,77,82,1.8034,Netherlands
916,J. Izquierdo,25,Brighton & Hove Albion,77,78,1.7018,Colombia
917,S. Sydorchuk,27,Dynamo Kyiv,77,78,1.8796,Ukraine
918,C. Grenier,27,Stade Rennais FC,77,78,1.8542,France
919,T. Strobl,28,Borussia Mönchengladbach,77,77,1.8796,Germany
920,V. Odjidja-Ofoe,29,KAA Gent,77,77,1.8288,Belgium
921,N. Guzmán,32,Tigres U.A.N.L.,77,77,1.9304,Argentina
922,F. Fabra,27,Boca Juniors,77,78,1.7272,Colombia
923,J. Maddison,21,Leicester City,77,85,1.7526,England
924,K. El Ahmadi,33,Al Ittihad,77,77,1.8034,Morocco
925,M. Carcela-González,29,Standard de Liège,77,77,1.7526,Morocco
926,M. Gabbiadini,26,Southampton,77,78,1.8034,Italy
927,Gomes,37,Watford,77,77,1.905,Brazil
928,M. Ritchie,28,Newcastle United,77,77,1.7272,Scotland
929,G. Bou,28,Racing Club,77,77,1.778,Argentina
930,Javi Fuego,34,Villarreal CF,77,77,1.8288,Spain
931,E. Akbaba,25,Galatasaray SK,77,80,1.8034,Turkey
932,J. Amavi,24,Olympique de Marseille,77,82,1.7526,France
933,R. Malinovskyi,25,KRC Genk,77,81,1.8034,Ukraine
934,D. Welbeck,27,Arsenal,77,77,1.8542,England
935,G. Conti,23,SL Benfica,77,83,1.9304,Argentina
936,Bruno,28,Getafe CF,77,78,1.8542,Spain
937,Garry Rodrigues,27,Galatasaray SK,77,77,1.7272,Cape Verde
938,A. Schwolow,26,SC Freiburg,77,78,1.8796,Germany
939,L. Cook,21,Bournemouth,77,84,1.7526,England
940,P. Pérez,32,Boca Juniors,77,77,1.7526,Argentina
941,Gazzolisco,30,Internacional,77,77,1.8542,Brazil
942,Jonatan Soriano,32,Beijing Sinobo Guoan FC,77,77,1.8034,Spain
943,Rubén Peña,26,SD Eibar,77,78,1.7018,Spain
944,Mikel San José,29,Athletic Club de Bilbao,77,77,1.8796,Spain
945,P. Groß,27,Brighton & Hove Albion,77,78,1.8034,Germany
946,L. Baines,33,Everton,77,77,1.7018,England
947,A. Ogbonna,30,West Ham United,77,77,1.905,Italy
948,Juan Jesus,27,Roma,77,77,1.8542,Brazil
949,J. Martínez,31,Portimonense SC,77,77,1.8542,Colombia
950,N. Elvedi,21,Borussia Mönchengladbach,77,84,1.8796,Switzerland
951,G. Moreno,32,Shanghai Greenland Shenhua FC,77,77,1.9304,Colombia
952,J. Valdivia,34,Colo-Colo,77,77,1.7272,Chile
953,A. Carroll,29,West Ham United,77,77,1.9304,England
954,Luís Neto,30,,77,77,1.8796,Portugal
955,A. Pyatov,34,Shakhtar Donetsk,77,77,1.905,Ukraine
956,T. Gutiérrez,33,Junior FC,77,77,1.778,Colombia
957,Álex Remiro,23,Athletic Club de Bilbao,77,83,1.905,Spain
958,Wilson Eduardo,27,SC Braga,77,77,1.778,Portugal
959,Jorge Meré,21,1. FC Köln,77,83,1.8288,Spain
960,M. Elneny,25,Arsenal,77,79,1.8034,Egypt
961,D. Torres,28,Deportivo Alavés,77,77,1.8288,Colombia
962,Y. Bounou,27,Girona FC,77,80,1.9304,Morocco
963,A. Prijović,28,PAOK,77,77,1.905,Serbia
964,A. Jahanbakhsh,24,Brighton & Hove Albion,77,80,1.8034,Iran
965,J. Calleri,24,Deportivo Alavés,77,82,1.8034,Argentina
966,Simão Acunha,30,Atlético Mineiro,77,77,1.778,Brazil
967,N. Müller,30,Eintracht Frankfurt,77,77,1.7272,Germany
968,L. Ocampos,23,Olympique de Marseille,77,82,1.8796,Argentina
969,J. Rodriguez,28,West Bromwich Albion,77,77,1.8542,England
970,V. Ibišević,33,Hertha BSC,77,77,1.8796,Bosnia Herzegovina
971,S. Rondón,28,Newcastle United,77,77,1.8542,Venezuela
972,Victor Sánchez,30,RCD Espanyol,77,77,1.7526,Spain
973,D. Suárez,30,Getafe CF,77,77,1.7272,Uruguay
974,K. Huntelaar,34,Ajax,77,77,1.8542,Netherlands
975,L. Dubois,23,Olympique Lyonnais,77,84,1.778,France
976,André Pinto,28,Sporting CP,77,77,1.9304,Portugal
977,K. Lala,26,RC Strasbourg Alsace,77,78,1.778,France
978,O. Kıvrak,30,Trabzonspor,77,77,1.8796,Turkey
979,A. Bertolacci,27,Milan,77,77,1.778,Italy
980,E. Giaccherini,33,Chievo Verona,77,77,1.6764,Italy
981,A. Živković,21,SL Benfica,77,84,1.7018,Serbia
982,R. Ábila,28,Boca Juniors,77,77,1.778,Argentina
983,P. Diop,32,SD Eibar,77,77,1.778,Senegal
984,D. Garmash,28,Dynamo Kyiv,77,77,1.8542,Ukraine
985,T. Chandler,28,Eintracht Frankfurt,77,77,1.8288,United States
986,R. Klavan,32,Cagliari,77,77,1.8796,Estonia
987,A. Miranchuk,22,Lokomotiv Moscow,77,82,1.8288,Russia
988,D. Da Silva,30,Stade Rennais FC,77,77,1.8288,France
989,D. Benaglio,34,AS Monaco,77,77,1.9304,Switzerland
990,T. Rincón,30,Torino,77,77,1.778,Venezuela
991,M. Pereira,34,FC Porto,77,77,1.7272,Uruguay
992,C. Borges,30,Göztepe SK,77,77,1.8288,Costa Rica
993,J. Sand,37,Deportivo Cali,77,77,1.8288,Argentina
994,Markel Bergara,32,Getafe CF,77,77,1.8034,Spain
995,Vágner Love,34,Beşiktaş JK,77,77,1.7018,Brazil
996,B. Bourigeaud,24,Stade Rennais FC,77,81,1.778,France
997,R. Soriano,27,Torino,77,77,1.8288,Italy
998,D. Kuzyaev,25,,77,80,1.8288,Russia
999,R. Sambueza,34,Deportivo Toluca,77,77,1.7526,Argentina
1000,Montoya,27,Brighton & Hove Albion,77,78,1.7526,Spain
1001,A. Poli,28,Bologna,77,77,1.8288,Italy
1002,C. Austin,28,Southampton,77,77,1.8796,England
1003,L. Tonelli,28,Sampdoria,77,79,1.8288,Italy
1004,M. Zárate,31,Boca Juniors,77,77,1.7526,Argentina
1005,J. Sancho,18,Borussia Dortmund,77,89,1.8034,England
1006,D. Basta,33,Lazio,77,77,1.8288,Serbia
1007,Marçal,29,Olympique Lyonnais,77,77,1.778,Brazil
1008,Munir,22,FC Barcelona,77,83,1.7526,Spain
1009,G. Sio,29,,77,77,1.8034,Ivory Coast
1010,J. McCarthy,27,Everton,77,77,1.8034,Republic of Ireland
1011,J. Aquino,28,Tigres U.A.N.L.,77,77,1.6764,Mexico
1012,H. Pérez,29,RCD Espanyol,77,77,1.8034,Paraguay
1013,Jô,31,Nagoya Grampus,77,77,1.8796,Brazil
1014,R. Gurtner,31,Amiens SC,77,77,1.8288,France
1015,C. Sánchez,32,West Ham United,77,77,1.8288,Colombia
1016,M. Sissoko,28,Tottenham Hotspur,77,77,1.8796,France
1017,W. Anton,21,Hannover 96,77,84,1.8796,Germany
1018,E. Skhiri,23,Montpellier HSC,77,81,1.8542,Tunisia
1019,Rúben Vezo,24,Valencia CF,77,83,1.8288,Portugal
1020,Jorge Molina,36,Getafe CF,77,77,1.8796,Spain
1021,M. Hasebe,34,Eintracht Frankfurt,77,77,1.8034,Japan
1022,A. Schürrle,27,Fulham,77,77,1.8288,Germany
1023,O. Ighalo,29,Changchun Yatai FC,77,77,1.8288,Nigeria
1024,L. Acosta,30,Club Atlético Lanús,77,77,1.7018,Argentina
1025,V. Babacan,29,Medipol Başakşehir FK,77,78,1.9304,Turkey
1026,R. Aguilar,25,Montpellier HSC,77,81,1.7272,France
1027,Yeray,23,Athletic Club de Bilbao,77,83,1.8288,Spain
1028,J. Defoe,35,Bournemouth,77,77,1.7018,England
1029,L. Schøne,32,Ajax,77,77,1.778,Denmark
1030,C. Ünder,20,Roma,77,87,1.7272,Turkey
1031,M. Dabbur,26,FC Red Bull Salzburg,77,80,1.8034,Israel
1032,Roberto,32,RCD Espanyol,77,77,1.9304,Spain
1033,Djaniny,27,Al Ahli,77,78,1.905,Cape Verde
1034,Wallace,23,Lazio,77,82,1.905,Brazil
1035,Pedro Obiang,26,West Ham United,77,80,1.8542,Equatorial Guinea
1036,D. Heintz,24,SC Freiburg,77,79,1.8796,Germany
1037,N. Mukiele,20,RB Leipzig,77,86,1.8542,France
1038,T. Vermaelen,32,FC Barcelona,77,77,1.8288,Belgium
1039,I. Abate,31,Milan,77,77,1.8034,Italy
1040,Diego Llorente,24,Real Sociedad,77,83,1.8542,Spain
1041,C. Wood,26,Burnley,77,78,1.8796,New Zealand
1042,Formosandrinho,26,Botafogo,77,77,1.778,Brazil
1043,E. Pulgar,24,Bologna,77,82,1.8542,Chile
1044,V. Vasin,29,PFC CSKA Moscow,77,77,1.9304,Russia
1045,V. Grifo,25,TSG 1899 Hoffenheim,77,79,1.8034,Italy
1046,A. Turan,31,Medipol Başakşehir FK,77,77,1.778,Turkey
1047,J. dos Santos,28,LA Galaxy,77,77,1.7272,Mexico
1048,D. Schwaab,29,PSV,77,77,1.8542,Germany
1049,M. Schmelzer,30,Borussia Dortmund,77,77,1.8034,Germany
1050,L. Spinazzola,25,Juventus,77,80,1.8542,Italy
1051,A. Dragović,27,Bayer 04 Leverkusen,77,77,1.8542,Austria
1052,D. Pröpper,26,Brighton & Hove Albion,77,78,1.8542,Netherlands
1053,R. Inglese,26,Parma,77,78,1.8542,Italy
1054,A. Marchesín,30,Club América,77,77,1.8796,Argentina
1055,R. De Paul,24,Udinese,77,83,1.778,Argentina
1056,C. Gentner,32,VfB Stuttgart,77,77,1.8796,Germany
1057,G. Murray,34,Brighton & Hove Albion,77,77,1.8288,England
1058,Rafael Carioca,29,Tigres U.A.N.L.,77,77,1.778,Brazil
1059,A. McCarthy,28,Southampton,77,78,1.9304,England
1060,L. Chichizola,28,Getafe CF,77,78,1.8542,Argentina
1061,D. Zakaria,21,Borussia Mönchengladbach,77,85,1.905,Switzerland
1062,G. Dzhikiya,24,Spartak Moscow,77,83,1.8796,Russia
1063,N. Castillo,25,SL Benfica,77,82,1.778,Chile
1064,D. Origi,23,Liverpool,77,82,1.8542,Belgium
1065,O. Yokuşlu,24,RC Celta,77,83,1.905,Turkey
1066,D. Cheryshev,27,Valencia CF,77,77,1.778,Russia
1067,D. Selke,23,Hertha BSC,77,83,1.9304,Germany
1068,Wendell,24,Bayer 04 Leverkusen,77,80,1.778,Brazil
1069,M. Layún,30,Villarreal CF,77,77,1.8034,Mexico
1070,Y. Sabaly,25,FC Girondins de Bordeaux,77,80,1.7526,Senegal
1071,P. Cutrone,20,Milan,77,89,1.8288,Italy
1072,F. Marchetti,35,Genoa,77,77,1.8796,Italy
1073,W. Cyprien,23,OGC Nice,77,84,1.8034,France
1074,G. Paletta,32,Jiangsu Suning FC,77,77,1.905,Italy
1075,F. Caicedo,29,Lazio,77,77,1.8288,Ecuador
1076,Jordi Masip,29,Real Valladolid CF,77,77,1.8034,Spain
1077,B. Espinosa,28,Girona FC,77,77,1.9304,Colombia
1078,M. Benassi,23,Fiorentina,77,82,1.8288,Italy
1079,P. Jagielka,35,Everton,77,77,1.8034,England
1080,J. Kucka,31,Trabzonspor,77,77,1.8542,Slovakia
1081,R. Brady,26,Burnley,77,78,1.778,Republic of Ireland
1082,A. Szymanowski,29,CD Leganés,77,77,1.7526,Argentina
1083,W. Reid,29,West Ham United,77,77,1.905,New Zealand
1084,Cédric,26,Southampton,77,78,1.7272,Portugal
1085,R. Civelli,34,Club Atlético Banfield,77,77,1.9558,Argentina
1086,R. Loftus-Cheek,22,Chelsea,77,85,1.905,England
1087,S. De Maio,31,Bologna,77,77,1.905,France
1088,S. Brown,33,Celtic,77,77,1.7526,Scotland
1089,A. Mitrović,23,Fulham,77,82,1.8796,Serbia
1090,P. Skjelbred,31,Hertha BSC,77,77,1.7526,Norway
1091,D. Cvitanich,34,Club Atlético Banfield,77,77,1.7526,Argentina
1092,K. Lasagna,25,Udinese,77,80,1.8542,Italy
1093,R. Palacio,36,Bologna,77,77,1.7526,Argentina
1094,M. Wolf,23,Borussia Dortmund,77,82,1.8796,Germany
1095,E. Gigliotti,31,Independiente,77,77,1.8288,Argentina
1096,N. Jørgensen,27,Feyenoord,77,78,1.905,Denmark
1097,Laguardia,28,Deportivo Alavés,77,78,1.8542,Spain
1098,J. Lukaku,23,Lazio,77,81,1.778,Belgium
1099,J. Augustin,21,RB Leipzig,77,85,1.778,France
1100,M. Diakhaby,21,Valencia CF,77,84,1.9304,France
1101,Douglas,35,Vitória Guimarães,77,77,1.8796,Brazil
1102,N. Pejčinović,30,Changchun Yatai FC,77,77,1.8542,Serbia
1103,D. van de Beek,21,Ajax,77,83,1.8288,Netherlands
1104,Borja Iglesias,25,RCD Espanyol,77,82,1.8796,Spain
1105,G. Shibasaki,26,Getafe CF,77,80,1.7526,Japan
1106,W. Hughes,23,Watford,77,84,1.8542,England
1107,S. Boufal,24,RC Celta,77,80,1.7526,Morocco
1108,T. Kehrer,21,Paris Saint-Germain,77,84,1.8542,Germany
1109,M. Lang,27,Borussia Mönchengladbach,77,78,1.8542,Switzerland
1110,E. Gutiérrez,23,PSV,77,85,1.8034,Mexico
1111,D. Upamecano,19,RB Leipzig,77,88,1.8542,France
1112,Jefferson,29,Sporting CP,77,77,1.7526,Brazil
1113,W. Benítez,25,OGC Nice,77,81,1.905,Argentina
1114,E. Bardhi,22,Levante UD,77,83,1.7272,FYR Macedonia
1115,K. Mbodji,28,FC Nantes,77,77,1.9304,Senegal
1116,B. Sarr,26,Olympique de Marseille,77,79,1.778,France
1117,F. Ferreyra,27,SL Benfica,77,78,1.8542,Argentina
1118,Danilo,34,Bologna,77,77,1.8542,Brazil
1119,A. Ayew,28,Fenerbahçe SK,77,77,1.7526,Ghana
1120,K. Mitroglou,30,Olympique de Marseille,77,77,1.8796,Greece
1121,J. Villar,41,,77,77,1.8034,Paraguay
1122,P. Herrmann,27,Borussia Mönchengladbach,77,77,1.778,Germany
1123,D. da Costa,24,Eintracht Frankfurt,77,79,1.8796,Germany
1124,V. Fischer,24,FC København,77,82,1.8034,Denmark
1125,Wesley,21,Club Brugge KV,77,85,1.905,Brazil
1126,D. Ginczek,27,VfL Wolfsburg,77,78,1.905,Germany
1127,F. Kostić,25,Eintracht Frankfurt,77,78,1.8288,Serbia
1128,R. Fraser,24,Bournemouth,77,81,1.6256,Scotland
1129,Cote,28,SD Eibar,77,77,1.8288,Spain
1130,H. Winks,22,Tottenham Hotspur,77,85,1.7526,England
1131,K. Mbabu,23,BSC Young Boys,77,83,1.8288,Switzerland
1132,M. Hinteregger,25,FC Augsburg,77,80,1.8288,Austria
1133,L. Acosta,24,DC United,77,79,1.6002,Argentina
1134,Sidcley,25,Dynamo Kyiv,77,80,1.7526,Brazil
1135,M. Jørgensen,28,Huddersfield Town,77,79,1.905,Denmark
1136,M. Fabián,28,Eintracht Frankfurt,77,77,1.7018,Mexico
1137,Carlos Eduardo,28,Al Hilal,77,77,1.8288,Brazil
1138,Rubén Castro,37,UD Las Palmas,77,77,1.7018,Spain
1139,L. Augustinsson,24,SV Werder Bremen,77,82,1.8034,Sweden
1140,S. Aziz,27,Galatasaray SK,77,79,1.8288,Turkey
1141,G. Ochoa,32,Standard de Liège,77,77,1.8542,Mexico
1142,P. Hetemaj,31,Chievo Verona,77,77,1.7526,Finland
1143,André André,28,Vitória Guimarães,77,77,1.7526,Portugal
1144,Vinícius Júnior,17,Real Madrid,77,92,1.7526,Brazil
1145,B. Džemaili,32,Bologna,77,77,1.778,Switzerland
1146,Juanpe,27,Girona FC,77,78,1.905,Spain
1147,K. Fortounis,25,Olympiacos CFP,77,80,1.8034,Greece
1148,M. Vorm,34,Tottenham Hotspur,77,77,1.8288,Netherlands
1149,B. Oczipka,29,FC Schalke 04,77,77,1.8542,Germany
1150,R. Bentancur,21,Juventus,77,89,1.8796,Uruguay
1151,T. Hernández,20,Real Sociedad,77,85,1.8288,France
1152,M. Lowton,29,Burnley,77,77,1.8034,England
1153,I. Diop,21,West Ham United,77,86,1.9304,France
1154,B. André,27,Stade Rennais FC,77,77,1.8034,France
1155,C. Piccini,25,Valencia CF,77,80,1.8796,Italy
1156,Paulinho,25,SC Braga,77,79,1.8796,Portugal
1157,A. Diawara,20,Napoli,77,87,1.8288,Guinea
1158,Yuri Berchiche,28,Athletic Club de Bilbao,77,77,1.8034,Spain
1159,José Sá,25,Olympiacos CFP,77,82,1.9304,Portugal
1160,F. Kamano,22,FC Girondins de Bordeaux,77,82,1.7526,Guinea
1161,F. Cartabia,25,Deportivo de La Coruña,77,80,1.7018,Argentina
1162,E. Ünal,21,Real Valladolid CF,77,83,1.8542,Turkey
1163,I. Radovanović,29,Chievo Verona,77,77,1.8796,Serbia
1164,Renan Ribeiro,28,Sporting CP,77,78,1.9304,Brazil
1165,Jony,26,Deportivo Alavés,77,77,1.778,Spain
1166,D. Buonanotte,30,Universidad Católica,77,77,1.6002,Argentina
1167,Tomás Pina,30,Deportivo Alavés,77,77,1.8542,Spain
1168,N. Pallois,30,FC Nantes,77,77,1.8796,France
1169,D. Latza,28,1. FSV Mainz 05,77,77,1.778,Germany
1170,F. Belluschi,34,San Lorenzo de Almagro,77,77,1.7272,Argentina
1171,O. Abdulrahman,26,Al Hilal,77,78,1.7272,United Arab Emirates
1172,O. Trejo,30,Rayo Vallecano,77,77,1.8034,Argentina
1173,N. Barella,21,Cagliari,77,89,1.7272,Italy
1174,Angeliño,21,PSV,77,83,1.7526,Spain
1175,Vieirundinho,30,Santos,77,77,1.8796,Brazil
1176,F. Orellana,32,SD Eibar,77,77,1.6764,Chile
1177,F. Grillitsch,22,TSG 1899 Hoffenheim,77,82,1.8796,Austria
1178,C. Ortíz,29,Monterrey,77,77,1.7526,Paraguay
1179,Bruno Viana,23,SC Braga,77,83,1.8796,Brazil
1180,J. Maidana,32,River Plate,77,77,1.8542,Argentina
1181,R. Funes Mori,27,Villarreal CF,77,78,1.8542,Argentina
1182,D. Kohr,24,Bayer 04 Leverkusen,77,81,1.8542,Germany
1183,F. Higuaín,33,Columbus Crew SC,77,77,1.7272,Argentina
1184,A. Barák,23,Udinese,77,84,1.905,Czech Republic
1185,F. Andone,25,Brighton & Hove Albion,77,81,1.8034,Romania
1186,Adrián,30,FC Porto,77,77,1.8288,Spain
1187,G. González,30,Bologna,77,77,1.8542,Costa Rica
1188,Otávio,24,FC Girondins de Bordeaux,77,82,1.7526,Brazil
1189,D. Janmaat,28,Watford,77,77,1.8542,Netherlands
1190,R. Funes Mori,27,Monterrey,77,78,1.8288,Argentina
1191,P. Schick,22,Roma,77,86,1.8542,Czech Republic
1192,Aleix Vidal,28,Sevilla FC,77,77,1.778,Spain
1193,A. Schöpf,24,FC Schalke 04,77,82,1.778,Austria
1194,W. Boly,27,Wolverhampton Wanderers,77,80,1.9558,France
1195,Alberto Moreno,25,Liverpool,77,79,1.7018,Spain
1196,C. Villanueva,32,Al Ittihad,77,77,1.7272,Chile
1197,M. Weiser,24,Bayer 04 Leverkusen,77,82,1.778,Germany
1198,G. Escalante,25,SD Eibar,77,82,1.8288,Argentina
1199,M. Holgate,21,Everton,76,82,1.8288,England
1200,J. Hopf,31,MKE Ankaragücü,76,76,1.9304,Sweden
1201,D. Zurutuza,31,Real Sociedad,76,76,1.8542,France
1202,Juanmi,25,Real Sociedad,76,79,1.7272,Spain
1203,K. Gibbs,28,West Bromwich Albion,76,76,1.778,England
1204,F. Fernández,29,Newcastle United,76,76,1.905,Argentina
1205,L. Kalinić,28,KAA Gent,76,78,2.0066,Croatia
1206,N. Radoja,25,RC Celta,76,81,1.8542,Serbia
1207,N. Blandi,28,San Lorenzo de Almagro,76,76,1.8034,Argentina
1208,David Juncà,24,RC Celta,76,81,1.7526,Spain
1209,Wu Lei,26,Shanghai SIPG FC,76,77,1.7526,China PR
1210,Gabriel Boschilia,22,FC Nantes,76,82,1.7272,Brazil
1211,Iuri Medeiros,23,Genoa,76,79,1.7526,Portugal
1212,M. Phillips,27,West Bromwich Albion,76,76,1.8288,Scotland
1213,Iván Cuéllar,34,CD Leganés,76,76,1.8796,Spain
1214,J. Lössl,29,Huddersfield Town,76,76,1.9558,Denmark
1215,Mario Suárez,31,Guizhou Hengfeng FC,76,76,1.8796,Spain
1216,W. Bony,29,Swansea City,76,76,1.8288,Ivory Coast
1217,S. Doumbia,30,Girona FC,76,76,1.778,Ivory Coast
1218,D. Reyes,25,Fenerbahçe SK,76,80,1.8796,Mexico
1219,Bernat,25,Paris Saint-Germain,76,77,1.7018,Spain
1220,V. Behrami,33,Udinese,76,76,1.8542,Switzerland
1221,S. Langkamp,30,SV Werder Bremen,76,76,1.905,Germany
1222,J. Sosa,33,Trabzonspor,76,76,1.778,Argentina
1223,A. Touré,24,FC Nantes,76,79,1.8796,France
1224,Jesé,25,Paris Saint-Germain,76,79,1.778,Spain
1225,D. Ings,25,Southampton,76,78,1.778,England
1226,M. Esser,30,Hannover 96,76,76,1.9812,Germany
1227,F. Acheampong,24,Tianjin TEDA FC,76,81,1.651,Ghana
1228,R. Knoche,26,VfL Wolfsburg,76,79,1.905,Germany
1229,O. Vlachodimos,24,SL Benfica,76,83,1.8796,Greece
1230,J. Denayer,23,Olympique Lyonnais,76,83,1.8288,Belgium
1231,S. Rode,27,Borussia Dortmund,76,77,1.778,Germany
1232,Wendel,20,Sporting CP,76,86,1.8034,Brazil
1233,A. Nagy,23,Bologna,76,83,1.778,Hungary
1234,Alfa Semedo,20,SL Benfica,76,85,1.8796,Guinea Bissau
1235,A. Barnes,28,Burnley,76,76,1.8542,Austria
1236,Alan Kardec,29,Chongqing Dangdai Lifan FC SWM Team,76,76,1.8542,Brazil
1237,Marcelo,28,Sporting CP,76,76,1.8288,Brazil
1238,E. Boateng,22,Levante UD,76,82,1.7526,Ghana
1239,Dalbert,24,Inter,76,80,1.8034,Brazil
1240,A. Halilović,22,Milan,76,83,1.7018,Croatia
1241,I. Popov,30,Spartak Moscow,76,76,1.8288,Bulgaria
1242,T. Cleverley,28,Watford,76,76,1.7526,England
1243,M. Livaja,24,AEK Athens,76,80,1.8288,Croatia
1244,M. Uribe,27,Club América,76,77,1.8288,Colombia
1245,P. Bargfrede,29,SV Werder Bremen,76,76,1.7526,Germany
1246,J. Jankto,22,Sampdoria,76,85,1.8034,Czech Republic
1247,Junior Firpo,21,Real Betis,76,81,1.8288,Spain
1248,D. D'Ambrosio,29,Inter,76,76,1.8034,Italy
1249,D. Boyko,30,Dynamo Kyiv,76,76,1.9304,Ukraine
1250,M. Díaz,31,Racing Club,76,76,1.651,Chile
1251,S. Vokes,28,Burnley,76,76,1.8796,Wales
1252,Héldon,29,Al Taawoun,76,76,1.7526,Cape Verde
1253,Mario Hermoso,23,RCD Espanyol,76,84,1.8288,Spain
1254,F. Bartels,31,SV Werder Bremen,76,76,1.7526,Germany
1255,K. Malcuit,26,Napoli,76,77,1.778,France
1256,R. Marin,22,Standard de Liège,76,82,1.7526,Romania
1257,Ayoze Pérez,24,Newcastle United,76,81,1.778,Spain
1258,Júnior Moraes,31,Shakhtar Donetsk,76,76,1.7526,Brazil
1259,V. Berisha,25,Lazio,76,79,1.7526,Kosovo
1260,R. Freuler,26,Atalanta,76,77,1.8034,Switzerland
1261,Ganso,28,Amiens SC,76,76,1.8288,Brazil
1262,Vicente Gómez,29,Deportivo de La Coruña,76,76,1.8796,Spain
1263,M. Pašalić,23,Atalanta,76,83,1.8796,Croatia
1264,Vitor Hugo,27,Fiorentina,76,78,1.8796,Brazil
1265,B. Fornaroli,30,Melbourne City FC,76,76,1.7526,Uruguay
1266,R. Snodgrass,30,West Ham United,76,76,1.8288,Scotland
1267,Francisco Geraldes,23,Eintracht Frankfurt,76,83,1.7018,Portugal
1268,I. Ordets,25,Shakhtar Donetsk,76,81,1.9304,Ukraine
1269,D. Santon,27,Roma,76,76,1.8796,Italy
1270,M. Niang,23,Stade Rennais FC,76,81,1.8288,Senegal
1271,O. Wendt,32,Borussia Mönchengladbach,76,76,1.8034,Sweden
1272,C. Riveros,35,,76,76,1.778,Paraguay
1273,F. Benković,20,Celtic,76,85,1.9304,Croatia
1274,M. Torres,33,Deportivo Cali,76,76,1.7018,Colombia
1275,M. Noble,31,West Ham United,76,76,1.778,England
1276,M. Rashica,22,SV Werder Bremen,76,83,1.778,Kosovo
1277,C. Benteke,27,Crystal Palace,76,76,1.905,Belgium
1278,Rômulo,31,Genoa,76,76,1.778,Italy
1279,D. Pabón,30,Monterrey,76,76,1.6764,Colombia
1280,Embarba,26,Rayo Vallecano,76,77,1.7272,Spain
