,Name,Age,Club,Overall,Potential,Height,Nationality
10005,Marquinhos Cipriano,19,Shakhtar Donetsk,65,81,1.7018,Brazil
10006,I. Vassell,24,Birmingham City,65,68,1.7526,England
10007,T. Lehne Olsen,27,Lillestrøm SK,65,66,1.8796,Norway
10008,S. Pontisso,21,Udinese,65,77,1.8288,Italy
10009,Henrique Jardinel,30,América FC (Minas Gerais),65,65,1.7526,Brazil
10010,C. Almeida,28,Defensa y Justicia,65,65,1.7018,Uruguay
10011,R. Yalçın,24,Çaykur Rizespor,65,72,1.8288,Germany
10012,S. Jhingan,24,,65,71,1.8796,India
10013,Jeong Hyun Cheol,25,FC Seoul,65,69,1.8796,Korea Republic
10014,M. McKenzie,19,Philadelphia Union,65,78,1.8034,United States
10015,J. Deumeland,30,IK Start,65,65,1.905,Germany
10016,N. Lang,19,Ajax,65,77,1.778,Netherlands
10017,V. Vries,27,Kaizer Chiefs,65,68,1.8288,Namibia
10018,L. Verstraete,19,Waasland-Beveren,65,77,1.8542,Belgium
10019,J. Jigauri,25,Grenoble Foot 38,65,68,1.7526,Georgia
10020,D. Moxey,32,Exeter City,65,65,1.8034,England
10021,C. Wernitznig,28,Wolfsberger AC,65,65,1.778,Austria
10022,C. Valeri,33,Melbourne Victory,65,65,1.8288,Australia
10023,M. Mosquera,25,Patriotas Boyacá FC,65,68,1.8034,Colombia
10024,R. Kouamé,21,Paris FC,65,76,1.778,Mali
10025,D. Chima Chukwu,27,Molde FK,65,66,1.8034,Nigeria
10026,E. Harrison,24,Ipswich Town,65,66,1.8034,Wales
10027,T. Wendel,29,VfL Sportfreunde Lotte,65,65,1.905,Germany
10028,O. Schnitzler,22,SC Preußen Münster,65,72,1.905,Germany
10029,A. Coly,25,Kristiansund BK,65,67,1.8542,Senegal
10030,M. Vera,22,CD O'Higgins,65,74,1.7018,Argentina
10031,R. De Vita,30,Livingston FC,65,65,1.8034,Italy
10032,F. Lohkemper,23,1. FC Magdeburg,65,72,1.8034,Germany
10033,M. Ajani,24,Hallescher FC,65,68,1.8796,Germany
10034,M. Lund Nielsen,30,Sarpsborg 08 FF,65,65,1.8288,Denmark
10035,T. Mpati,26,Sporting Lokeren,65,67,1.7526,Belgium
10036,Edu Espiau,23,UD Las Palmas,65,71,1.8542,Spain
10037,H. Acosta,26,Deportivo Toluca,65,66,1.778,Mexico
10038,T. Bu Haymid,30,Al Fayha,65,65,1.7018,Saudi Arabia
10039,D. Mikanović,24,Aarhus GF,65,71,1.7526,Croatia
10040,R. Massimo,17,DSC Arminia Bielefeld,65,82,1.8542,Germany
10041,A. Smárason,29,Lillestrøm SK,65,65,1.8288,Iceland
10042,S. Brandy,33,DSC Arminia Bielefeld,65,65,1.8288,Germany
10043,B. Adjei-Boateng,24,Colorado Rapids,65,71,1.8034,Ghana
10044,F. Milo,26,San Martín de San Juan,65,68,1.8034,Argentina
10045,K. Cissé,34,Central Coast Mariners,65,65,1.8796,Mali
10046,D. Castillo,27,CD Universidad de Concepción,65,68,1.8034,Chile
10047,A. Krešić,22,US Cremonese,65,75,1.9812,Croatia
10048,Escriche,20,CD Lugo,65,75,1.8288,Spain
10049,E. Ataseven,25,Akhisar Belediyespor,65,70,1.8034,Turkey
10050,M. Kopczyński,26,Wellington Phoenix,65,68,1.8034,Poland
10051,Mao Jianqing,31,Shanghai Greenland Shenhua FC,65,65,1.8542,China PR
10052,J. Clarke,26,Scunthorpe United,65,66,1.8288,England
10053,Pak Kwang Ryong,25,SKN St. Pölten,65,66,1.8796,Korea DPR
10054,J. Husband,24,Fleetwood Town,65,70,1.778,England
10055,A. Al Zori,30,Al Wehda,65,65,1.8034,Saudi Arabia
10056,Airam,30,Cracovia,65,65,1.8034,Spain
10057,M. Schulze Niehues,29,SC Preußen Münster,65,65,1.9304,Germany
10058,P. De la Vega,17,Club Atlético Lanús,65,82,1.778,Argentina
10059,P. Sweeney,23,Exeter City,65,69,1.778,Republic of Ireland
10060,P. Tuszyński,28,Zagłębie Lubin,65,65,1.8288,Poland
10061,J. Mosquera,27,América de Cali,65,68,1.7272,Colombia
10062,M. Coppolaro,21,Venezia FC,65,79,1.8796,Italy
10063,R. Mmaee,21,Aarhus GF,65,74,1.8288,Belgium
10064,S. Inagaki,26,Sanfrecce Hiroshima,65,67,1.7526,Japan
10065,E. Mwepu,20,FC Red Bull Salzburg,65,76,1.8288,Zambia
10066,F. Viteritti,25,FC Energie Cottbus,65,67,1.7526,Germany
10067,A. Dyer,28,IF Elfsborg,65,65,1.778,Montserrat
10068,M. Mak,26,Lechia Gdańsk,65,65,1.7272,Poland
10069,Bae Il Hwan,29,Jeju United FC,65,65,1.8034,Korea Republic
10070,H. Adelakun,22,Bristol City,65,77,1.905,England
10071,M. Devlin,24,Aberdeen,65,70,1.8796,Scotland
10072,J. Serra,20,Holstein Kiel,65,78,1.9304,Germany
10073,G. Faivre,31,FC Thun,65,65,1.8796,Switzerland
10074,K. Ellis,27,DC United,65,66,1.7526,United States
10075,L. Janoszka,31,Zagłębie Lubin,65,65,1.8034,Poland
10076,P. Azango,21,KAA Gent,65,74,1.651,Nigeria
10077,M. Kennedy,23,St. Johnstone FC,65,71,1.7526,Scotland
10078,N. Fitzgerald,26,Western Sydney Wanderers,65,65,1.7526,Australia
10079,M. Kudo,28,Sanfrecce Hiroshima,65,65,1.778,Japan
10080,N. Busch Thor,32,IK Sirius,65,65,1.8034,Sweden
10081,M. Harriman,25,Wycombe Wanderers,65,67,1.6764,Republic of Ireland
10082,L. Görtler,24,FC Utrecht,65,71,1.8542,Germany
10083,D. Ovono,35,Paris FC,65,65,1.8542,Gabon
10084,L. Pellegrini,19,Roma,65,79,1.778,Italy
10085,K. Larsen,26,Sarpsborg 08 FF,65,66,1.8288,Norway
10086,A. Kruiswijk,33,Vitesse,65,65,1.8796,Netherlands
10087,A. Jaakkola,31,Reading,65,65,1.9304,Finland
10088,T. Chong,18,Manchester United,65,85,1.8288,Netherlands
10089,P. Alvarenga,30,San Martín de San Juan,65,65,1.905,Paraguay
10090,M. Pascali,36,Cosenza,65,65,1.8796,Italy
10091,L. Dyer,35,Bolton Wanderers,65,65,1.7272,England
10092,P. Delecroix,29,FC Metz,65,66,1.8542,France
10093,E. Hooi,26,ADO Den Haag,65,65,1.7018,Curacao
10094,J. Riley,26,Plymouth Argyle,65,66,1.8288,England
10095,J. López,26,Paris FC,65,65,1.7272,Algeria
10096,C. Stokes,27,Bury,65,66,1.8542,England
10097,J. Campbell,25,Chicago Fire,65,69,1.8796,United States
10098,Marcão,22,Clube Sport Marítimo,65,69,1.8796,Brazil
10099,D. Mungo,25,Cosenza,65,67,1.7526,Italy
10100,G. Marinelli,29,Club Atlético Tigre,65,66,1.8034,Argentina
10101,G. Wegkamp,25,VfL Sportfreunde Lotte,65,70,1.9304,Germany
10102,A. Gersbach,21,Rosenborg BK,65,75,1.8288,Australia
10103,You Ju An,19,Suwon Samsung Bluewings,65,73,1.7526,Korea Republic
10104,M. Tacalfred,37,AJ Auxerre,65,65,1.7526,France
10105,I. Durmuş,24,FC Wacker Innsbruck,65,69,1.8034,Turkey
10106,J. Méndez,21,,65,74,1.778,Ecuador
10107,A. Otero,34,Patriotas Boyacá FC,65,65,1.8542,Colombia
10108,Kim Jin Ya,20,Incheon United FC,65,77,1.778,Korea Republic
10109,D. Christensen,29,Vendsyssel FF,65,65,1.7272,Denmark
10110,N. DeLeon,27,DC United,65,65,1.778,United States
10111,L. Grozurek,26,SK Sturm Graz,65,66,1.8796,Austria
10112,L. Narváez,33,Junior FC,65,65,1.778,Colombia
10113,R. McArdle,31,Scunthorpe United,65,65,1.8542,Northern Ireland
10114,J. Pérez,20,Los Angeles FC,65,81,1.651,United States
10115,Loureiro,21,Córdoba CF,65,73,1.8034,Spain
10116,Javi Hernández,20,Real Oviedo,65,79,1.8288,Spain
10117,K. Appiah,27,AFC Wimbledon,65,65,1.8034,Ghana
10118,R. Kirilov,26,,65,66,1.7018,Bulgaria
10119,H. Matynia,22,Pogoń Szczecin,65,72,1.8034,Poland
10120,Fran Gámez,26,RCD Mallorca,65,66,1.7526,Spain
10121,O. Ademi,26,FC Würzburger Kickers,65,66,1.8796,Switzerland
10122,J. Bjørdal,32,SV Zulte-Waregem,65,65,1.8796,Norway
10123,A. Stolz,34,TSG 1899 Hoffenheim,65,65,1.8796,Germany
10124,Borja García,28,Extremadura UD,65,67,1.8034,Spain
10125,N. Sonko Sundberg,22,Östersunds FK,65,72,1.8796,Sweden
10126,T. Božić,30,Miedź Legnica,65,65,1.8288,Croatia
10127,Guridi,23,Real Sociedad,65,73,1.778,Spain
10128,Fabio González,21,UD Las Palmas,65,73,1.7526,Spain
10129,W. Thomas,31,Grimsby Town,65,65,1.8034,England
10130,M. Costly,22,1. FC Magdeburg,65,72,1.8288,Germany
10131,T. Knoflach,24,SK Rapid Wien,65,71,1.8288,Austria
10132,Z. Vyner,21,Rotherham United,65,72,1.8796,England
10133,B. Atik,23,SG Dynamo Dresden,65,72,1.7018,Turkey
10134,L. Goujon,22,AJ Auxerre,65,74,1.8034,France
10135,M. Ferrier,23,Walsall,65,70,1.8288,England
10136,H. Salinas,28,Deportes Iquique,65,65,1.7018,Chile
10137,K. Nakamachi,32,Yokohama F. Marinos,65,65,1.7526,Japan
10138,J. Ekkelenkamp,18,Ajax,65,78,1.8288,Netherlands
10139,L. Haquin,20,,65,72,1.8034,Bolivia
10140,L. Legge,33,Port Vale,65,65,1.9304,England
10141,K. Harris,25,Cardiff City,65,68,1.7526,England
10142,S. Avellaneda,28,Boyacá Chicó FC,65,67,1.8288,Colombia
10143,F. Ávila,24,Patriotas Boyacá FC,65,71,1.778,Colombia
10144,M. Almebäck,30,Örebro SK,65,65,1.8288,Sweden
10145,J. Günther-Schmidt,23,FC Carl Zeiss Jena,65,72,1.8288,Germany
10146,B. Rivero,22,Newell's Old Boys,65,75,1.7018,Argentina
10147,L. Argudo,22,Columbus Crew SC,65,72,1.7526,United States
10148,J. Leutwiler,29,Blackburn Rovers,65,65,1.9304,Canada
10149,J. Ortiz,27,Curicó Unido,65,65,1.7018,Chile
10150,E. Demirović,20,FC Sochaux-Montbéliard,65,79,1.8288,Bosnia Herzegovina
10151,H. Petryk,23,San Martin de Tucumán,65,72,1.8288,Uruguay
10152,S. O'Keefe,27,Plymouth Argyle,65,65,1.7272,England
10153,Woo Ju Sung,25,Gyeongnam FC,65,68,1.8288,Korea Republic
10154,A. Čermák,23,Viktoria Plzeň,65,72,1.8034,Czech Republic
10155,E. Schreiner,29,SCR Altach,65,65,1.8034,Austria
10156,A. Ba,19,AS Nancy Lorraine,65,78,1.8288,France
10157,U. Moses Ekpai,22,Viktoria Plzeň,65,73,1.7526,Nigeria
10158,L. Daniels,30,Brentford,65,65,1.9558,England
10159,R. Laursen,26,Odense Boldklub,65,68,1.8288,Denmark
10160,J. Cullen,22,Charlton Athletic,65,75,1.7526,Republic of Ireland
10161,N. Kijewski,22,Eintracht Braunschweig,65,73,1.7526,Germany
10162,B. Passi,20,Montpellier HSC,65,76,1.8796,France
10163,T. Müller,23,1. FC Magdeburg,65,69,1.8796,Germany
10164,R. Procházka,29,Viktoria Plzeň,65,65,1.8288,Slovakia
10165,A. Alvarez,33,Houston Dynamo,65,65,1.7526,El Salvador
10166,Alex Vallejo,26,Córdoba CF,65,69,1.8796,Spain
10167,M. Pepić,22,FC Hansa Rostock,65,72,1.778,Montenegro
10168,Matheus Jesus,21,Portimonense SC,65,76,1.8796,Brazil
10169,M. Gebers,32,SV Meppen,65,65,1.8796,Germany
10170,E. Pimentel,28,Puebla FC,65,65,1.7526,Mexico
10171,A. Jackson-Hamel,24,Montreal Impact,65,69,1.8542,Canada
10172,Paulito Zanon,26,Paraná,65,65,1.8542,Brazil
10173,L. Amos,21,Tottenham Hotspur,65,79,1.778,England
10174,S. Gomez,22,Itagüí Leones FC,65,75,1.7018,Colombia
10175,Omar Santana,27,Miedź Legnica,65,65,1.7526,Spain
10176,Y. M'Bone,25,La Berrichonne de Châteauroux,65,70,1.8542,Cameroon
10177,Salva Ruíz,23,RCD Mallorca,65,70,1.778,Spain
10178,J. Deschamps,34,Curicó Unido,65,65,1.8288,Chile
10179,F. Feuillassier,20,Real Madrid,65,80,1.7272,Argentina
10180,P. Haglund,31,IK Sirius,65,65,1.8796,Sweden
10181,Henrique,33,Brisbane Roar,65,65,1.651,Brazil
10182,K. Hemmings,26,Notts County,65,66,1.8542,England
10183,P. Jerez,31,Club Deportes Temuco,65,65,1.8034,Chile
10184,W. Ponce,20,CD Universidad de Concepción,65,78,1.8034,Chile
10185,K. Ford,22,Colorado Rapids,65,74,1.8796,United States
10186,R. Grzyb,35,Jagiellonia Białystok,65,65,1.7526,Poland
10187,G. Gunning,27,Forest Green Rovers,65,65,1.8796,Republic of Ireland
10188,I. Šehić,29,BB Erzurumspor,65,66,1.905,Bosnia Herzegovina
10189,B. Potts,23,Barnsley,65,70,1.8796,England
10190,A. Hughes,38,Heart of Midlothian,65,65,1.8288,Northern Ireland
10191,J. Steer,25,Charlton Athletic,65,70,1.8288,England
10192,K. Sharahili,31,Al Faisaly,65,65,1.8796,Saudi Arabia
10193,J. Hamilton,22,Toronto FC,65,72,1.8288,Canada
10194,J. Reimerink,28,VfL Sportfreunde Lotte,65,65,1.8542,Netherlands
10195,C. Woodrow,23,Barnsley,65,72,1.8288,England
10196,D. Georgievski,30,Newcastle Jets,65,65,1.778,FYR Macedonia
10197,L. Escalante,26,Junior FC,65,65,1.7272,Colombia
10198,K. Davis,20,Aston Villa,65,76,1.8796,England
10199,V. Morales,27,Unión La Calera,65,67,1.905,Chile
10200,M. Omoh,26,Örebro SK,65,65,1.8542,Nigeria
10201,N. Guerra,19,Universidad de Chile,65,78,1.7526,Chile
10202,P. Schürpf,28,FC Luzern,65,65,1.905,Switzerland
10203,C. Davies,32,Mansfield Town,65,65,1.8796,Wales
10204,A. Keita,31,Östersunds FK,65,65,1.8542,Guinea
10205,I. Erquiaga,20,Estudiantes de La Plata,65,75,1.778,Argentina
10206,M. Abena,23,De Graafschap,65,69,1.905,Suriname
10207,Ham Seok Min,24,Gangwon FC,65,72,1.905,Korea Republic
10208,D. Wheeler,27,Portsmouth,65,65,1.8034,England
10209,Fran García,25,Albacete BP,65,67,1.7526,Spain
10210,S. Sané,25,Karlsruher SC,65,67,1.8796,Germany
10211,M. Solís,35,Independiente Santa Fe,65,65,1.8542,Colombia
10212,F. Pick,22,1. FC Kaiserslautern,65,73,1.7526,Germany
10213,D. Merelli,22,Padova,65,71,1.8796,Italy
10214,Zhang Lie,36,Beijing Renhe FC,65,65,1.905,China PR
10215,E. Šipović,27,Ohod Club,65,66,1.9812,Bosnia Herzegovina
10216,R. Miyaichi,25,FC St. Pauli,65,68,1.8288,Japan
10217,L. Burnet,27,Excelsior,65,65,1.7018,Netherlands
10218,C. Bickel,27,FSV Zwickau,65,65,1.778,Germany
10219,J. McCarthy,25,Philadelphia Union,65,70,1.905,United States
10220,T. Dekker,20,VVV-Venlo,65,72,1.8288,Netherlands
10221,S. Niakaté,18,Valenciennes FC,65,81,1.8288,France
10222,D. Marcandella,21,Padova,65,74,1.7272,Italy
10223,Park Won Jae,34,Jeonbuk Hyundai Motors,65,65,1.7526,Korea Republic
10224,N. Ioannidis,24,Clube Sport Marítimo,65,68,1.8796,Greece
10225,A. Barylla,21,FSV Zwickau,65,73,1.778,Germany
10226,J. González,26,Defensa y Justicia,65,69,1.778,Paraguay
10227,G. Treand,32,Neuchâtel Xamax,65,65,1.778,France
10228,E. Markkanen,26,Dalkurd FF,65,66,1.9812,Finland
10229,A. McCormack,34,Luton Town,65,65,1.8034,Republic of Ireland
10230,M. Firenze,25,Crotone,65,67,1.8034,Italy
10231,I. Maela,25,Orlando Pirates,65,67,1.7018,South Africa
10232,L. Romo,23,Querétaro,65,73,1.8288,Mexico
10233,Peng Xinli,26,Chongqing Dangdai Lifan FC SWM Team,65,66,1.7526,China PR
10234,J. Zwischenbrugger,28,SCR Altach,65,65,1.8796,Austria
10235,R. Taylor,23,Tromsø IL,65,71,1.8288,Finland
10236,O. Clarke,26,Bristol Rovers,65,65,1.8034,England
10237,C. Cropper,25,New England Revolution,65,69,1.9304,United States
10238,B. Garuccio,23,Heart of Midlothian,65,72,1.7526,Australia
10239,M. Fofana,20,FC Metz,65,80,1.8542,Mali
10240,F. Beltrán,20,Guadalajara,65,75,1.651,Mexico
10241,J. Carranza,18,Club Atlético Banfield,65,83,1.8288,Argentina
10242,J. Arias,23,FC Emmen,65,70,1.905,Curacao
10243,D. Bergqvist,25,Östersunds FK,65,69,1.8542,Sweden
10244,J. Clarke-Harris,23,Coventry City,65,70,1.8288,England
10245,Juan Cámara,24,Miedź Legnica,65,71,1.8034,Spain
10246,H. Da Campo,23,San Martín de San Juan,65,71,1.7526,Argentina
10247,R. Scheu,23,SC Fortuna Köln,65,71,1.778,Germany
10248,G. Bigirimana,24,Motherwell,65,69,1.7272,England
10249,E. Hajri,35,MSV Duisburg,65,65,1.8796,Tunisia
10250,M. Langer,33,FC Schalke 04,65,65,1.9558,Austria
10251,G. Allison,27,Cruz Azul,65,66,1.905,Mexico
10252,S. Walker,26,Reading,65,68,1.9812,England
10253,L. Olum,33,Portland Timbers,65,65,1.8796,Kenya
10254,C. Giraldo,38,Deportivo Pasto,65,65,1.8034,Colombia
10255,G. Cros,23,FC Carl Zeiss Jena,65,70,1.7018,France
10256,Heo Yong Joon,25,Jeonnam Dragons,65,68,1.8288,Korea Republic
10257,A. Ouahim,20,VfL Osnabrück,65,76,1.7526,Morocco
10258,K. Walker,28,Djurgårdens IF,65,65,1.778,Sweden
10259,J. Benet,23,Grenoble Foot 38,65,73,1.8542,France
10260,L. Villarruel,27,Defensa y Justicia,65,66,1.7272,Argentina
10261,T. Hadebe,22,Kaizer Chiefs,65,75,1.8034,Zimbabwe
10262,Patrick,24,CD Tondela,65,69,1.905,Cape Verde
10263,C. Diedhiou,30,Royal Excel Mouscron,65,65,1.905,Senegal
10264,L. Pérez,28,Cosenza,65,65,1.8796,Italy
10265,Sidnei Dalmeira,30,Sport Club do Recife,65,65,1.8542,Brazil
10266,Alfred,22,CF Reus Deportiu,65,72,1.8034,Spain
10267,Álvaro Bustos,23,CF Rayo Majadahonda,65,72,1.7272,Spain
10268,I. Azzaoui,20,VfL Wolfsburg,65,77,1.778,Belgium
10269,Y. Marillat,23,AS Béziers,65,70,1.8288,France
10270,Fidalgo,21,Real Madrid,65,75,1.7526,Spain
10271,C. Togashi,24,FC Tokyo,65,69,1.778,Japan
10272,Roger Figueras,21,Gimnàstic de Tarragona,65,75,1.8034,Spain
10273,Vítor Tormena,22,Portimonense SC,65,71,1.9304,Brazil
10274,S. Matuszek,29,Górnik Zabrze,65,65,1.8542,Poland
10275,E. Tønne,27,Ranheim Fotball,65,65,1.8034,Norway
10276,B. Samba,24,Stade Malherbe Caen,65,69,1.8542,France
10277,M. Aaquist,23,Randers FC,65,71,1.7018,Denmark
10278,Rúben Lameiras,23,Plymouth Argyle,65,71,1.7526,Portugal
10279,A. Hinestroza,29,Jaguares de Córdoba,65,65,1.8034,Colombia
10280,J. Hingert,27,Brisbane Roar,65,65,1.7018,Australia
10281,P. Drewes,25,FC Würzburger Kickers,65,70,1.9304,Germany
10282,S. Peszko,33,Lechia Gdańsk,65,65,1.7272,Poland
10283,D. Petković,25,FC Lorient,65,68,1.9812,Montenegro
10284,Wang Xiaolong,32,Tianjin Quanjian FC,65,65,1.7526,China PR
10285,E. Pezzi,28,Carpi,65,65,1.8034,Italy
10286,O. Hein,28, SSV Jahn Regensburg,65,65,1.7526,Germany
10287,E. Serje,22,Junior FC,65,72,1.778,Colombia
10288,M. Biankadi,23,FC Hansa Rostock,65,72,1.8034,Congo
10289,L. Miller,35,Livingston FC,65,65,1.8796,Scotland
10290,J. Müller,28,SpVgg Unterhaching,65,65,1.8288,Germany
10291,C. Alkılıç,30,Alanyaspor,65,65,1.778,Turkey
10292,M. Kleinsorge,22,SV Meppen,65,70,1.7018,Germany
10293,M. Dávila,26,Unión Española,65,66,1.7272,Chile
10294,K. Vincent-Young,22,Colchester United,65,74,1.8034,England
10295,L. Rajot,20,Clermont Foot 63,65,75,1.778,France
10296,M. Amini,25,Aarhus GF,65,70,1.7526,Australia
10297,J. Ring,26,Djurgårdens IF,65,65,1.8288,Sweden
10298,C. Palomeque,24,Alianza Petrolera,65,68,1.7018,Colombia
10299,T. Rehfeldt,24,VfR Aalen,65,69,1.9304,Germany
10300,R. Gojani,25,IF Elfsborg,65,68,1.7526,Sweden
10301,I. Traoré,29,SK Slavia Praha,65,65,1.8542,Ivory Coast
10302,F. Sánchez,33,Unión La Calera,65,65,1.7272,Chile
10303,S. Torrizales,26,,65,68,1.778,Paraguay
10304,J. Leiva,24,Audax Italiano,65,68,1.8034,Chile
10305,T. Röttger,32,SG Sonnenhof Großaspach,65,65,1.7526,Germany
10306,A. Duarte,24,Lobos BUAP,65,70,1.8288,Peru
10307,K. Ceesay,30,Dalkurd FF,65,65,1.8034,Gambia
10308,L. Königshofer,29,SpVgg Unterhaching,65,65,1.9304,Austria
10309,L. Hoyos,29,Vélez Sarsfield,65,67,1.8288,Argentina
10310,J. Murillo,25,Estudiantes de La Plata,65,67,1.7018,Ecuador
10311,Luís Maximiano,19,Sporting CP,65,80,1.905,Portugal
10312,Han Peng,34,Beijing Renhe FC,65,65,1.8796,China PR
10313,J. Derstroff,26, SSV Jahn Regensburg,65,66,1.8288,Germany
10314,H. Bjørdal,21,SV Zulte-Waregem,65,74,1.8796,Norway
10315,H. Skogseid,30,Stabæk Fotball,65,65,1.8542,Norway
10316,A. Hadžiahmetović,21,Atiker Konyaspor,65,78,1.778,Bosnia Herzegovina
10317,J. Balkovec,23,Hellas Verona,65,71,1.8542,Slovenia
10318,J. Jones,29,Wigan Athletic,65,65,1.905,England
10319,P. Sohm,26,Hallescher FC,65,66,1.8542,Germany
10320,B. Figueroa,19,U.N.A.M.,65,75,1.7526,Mexico
10321,M. Lorentzson,33,Örebro SK,65,65,1.778,Sweden
10322,S. Al Duayyi,25,Al Fateh,65,67,1.778,Saudi Arabia
10323,N. Mbemba,23,Stade de Reims,65,70,1.8288,France
10324,J. Rhyner,22,Grasshopper Club Zürich,65,77,1.8542,Switzerland
10325,K. Wrzesiński,24,Zagłębie Sosnowiec,65,68,1.778,Poland
10326,F. Porath,21,SpVgg Unterhaching,65,73,1.778,Germany
10327,T. Rodríguez,22,Unión La Calera,65,75,1.8288,Argentina
10328,O. Mares,31,Tiburones Rojos de Veracruz,65,65,1.7018,Mexico
10329,M. Connolly,26,Crawley Town,65,69,1.8542,Republic of Ireland
10330,P. Twumasi,24,Deportivo Alavés,65,71,1.7526,Ghana
10331,S. Al Sawadi,25,Al Raed,65,68,1.7272,Saudi Arabia
10332,Lee Ki Je,26,Suwon Samsung Bluewings,65,66,1.7526,Korea Republic
10333,T. Al Absi,25,Al Taawoun,65,70,1.7526,Saudi Arabia
10334,D. Torres,25,CD Palestino,65,68,1.7526,Chile
10335,Ding Haifeng,26,Guangzhou R&F; FC,65,66,1.8288,China PR
10336,E. Pernía,23,Deportes Iquique,65,72,1.778,Venezuela
10337,L. Coyle,22,Fleetwood Town,65,74,1.7272,England
10338,S. Silva,28,AIK,65,65,1.8034,Sweden
10339,S. Gnaka,19,KAS Eupen,65,78,1.778,Ivory Coast
10340,Y. Bourhane,19,Chamois Niortais Football Club,65,77,1.8288,France
10341,J. Stockley,24,Exeter City,65,68,1.8796,England
10342,I. Vásquez,32,Audax Italiano,65,65,1.7018,Chile
10343,M. De Iriondo,25,Unión de Santa Fe,65,69,1.778,Argentina
10344,M. Damsgaard,17,FC Nordsjælland,65,79,1.8034,Denmark
10345,Kaká,27,CD Nacional,65,65,1.7526,Brazil
10346,M. Blair,29,Doncaster Rovers,65,65,1.778,England
10347,J. Petriccione,23,Lecce,65,71,1.8034,Italy
10348,J. Sambenito,26,,65,65,1.7526,Paraguay
10349,C. Schoissengeyr,23,FK Austria Wien,65,69,1.9558,Austria
10350,L. Perdomo,21,Gimnasia y Esgrima La Plata,65,75,1.7018,Argentina
10351,M. Röser,27,Karlsruher SC,65,65,1.8034,Germany
10352,S. Roux,25,Melbourne Victory,65,69,1.8034,New Zealand
10353,Pol Valentín,21,Gimnàstic de Tarragona,65,79,1.8034,Spain
10354,Óscar Valentín,23,CF Rayo Majadahonda,65,71,1.778,Spain
10355,H. Ruíz,31,Tiburones Rojos de Veracruz,65,65,1.778,Mexico
10356,Kim Min Woo,28,Sangju Sangmu FC,65,65,1.7272,Korea Republic
10357,F. Kippe,40,Lillestrøm SK,65,65,1.9304,Norway
10358,J. Řezníček,30,Viktoria Plzeň,65,65,1.8288,Czech Republic
10359,A. Al Zaqan,27,Al Ittihad,65,65,1.778,Saudi Arabia
10360,G. Acampora,24,Spezia,65,72,1.778,Italy
10361,J. Alondro,30,,65,65,1.8796,Paraguay
10362,L. Ferguson,18,Aberdeen,65,81,1.8034,Scotland
10363,R. Augustyniak,24,Miedź Legnica,65,69,1.8542,Poland
10364,A. Cannon,22,Rochdale,65,74,1.7526,England
10365,C. Woods,31,Preston North End,65,65,1.8034,England
10366,E. Sabbi,20,Hobro IK,65,76,1.778,United States
10367,D. McCrory,28,Burton Albion,65,65,1.8542,Republic of Ireland
10368,T. Öztürk,28,KFC Uerdingen 05,65,65,1.905,Germany
10369,De Los Reyes,26,UD Almería,65,68,1.8288,Spain
10370,O. García,25,Jaguares de Córdoba,65,66,1.8288,Colombia
10371,A. Batsula,26,KV Kortrijk,65,67,1.8542,Ukraine
10372,R. Kerschbaum,24,FC Wacker Innsbruck,65,69,1.8034,Austria
10373,N. Bakker,25,FC Emmen,65,68,1.8796,Netherlands
10374,Raphael Silva,26,Boavista FC,65,69,1.905,Brazil
10375,L. Berry,25,Luton Town,65,68,1.778,England
10376,Mauro Cerqueira,25,CD Nacional,65,67,1.778,Portugal
10377,S. Bidaoui,28,Spezia,65,65,1.6764,Morocco
10378,Damià,22,RCD Espanyol,65,71,1.778,Spain
10379,H. Jele,31,Orlando Pirates,65,65,1.8034,South Africa
10380,D. Jones,31,Notts County,65,65,1.8796,England
10381,G. Poussin,19,FC Girondins de Bordeaux,65,79,1.8288,France
10382,R. Edwards,24,Plymouth Argyle,65,69,1.8796,England
10383,B. Finne,23,Vålerenga Fotball,65,72,1.7272,Norway
10384,N. Varela,27,Wisła Płock,65,65,1.7526,Uruguay
10385,R. Tarifeño,21,Audax Italiano,65,76,1.7018,Chile
10386,Bruno Gomes,21,CD Aves,65,75,1.8288,Brazil
10387,M. Dombrowka,26,SpVgg Unterhaching,65,66,1.8034,Germany
10388,N. Mezquida,26,Vancouver Whitecaps FC,65,67,1.6764,Uruguay
10389,M. Saadane,26,Çaykur Rizespor,65,68,1.8796,Morocco
10390,M. Fink,28,Çaykur Rizespor,65,65,1.7526,Slovenia
10391,B. Diaby,20,Sporting Lokeren,65,75,1.8796,Spain
10392,C. Elder,23,Leicester City,65,72,1.8034,Australia
10393,R. Ledson,20,Preston North End,65,77,1.8034,England
10394,M. Udol,22,FC Metz,65,74,1.778,France
10395,A. Al Mutairi,32,Al Fayha,65,65,1.7526,Saudi Arabia
10396,P. Tschernegg,25,FC St. Gallen,65,69,1.8034,Austria
10397,J. Duque,27,Boyacá Chicó FC,65,66,1.7272,Colombia
10398,A. Katranis,20,Royal Excel Mouscron,65,75,1.778,Greece
10399,Aloísio,20,Clube Sport Marítimo,65,75,1.8542,Brazil
10400,Evandro,30,FC Seoul,65,65,1.8542,Brazil
10401,G. Castillejos,32,San Martín de San Juan,65,65,1.8796,Argentina
