,Name,Age,Club,OVA,POT,Height,Weight,Nationality,BP,PAC,SHO,PAS,DRI,DEF,PHY,Wage,Value
9549,M. Arambarri,24,Getafe CF,80,85,175,163,Uruguay,CDM,52,58,71,72,78,76,28,18000
9643,M. Mount,21,Chelsea,80,87,178,154,England,CAM,74,77,79,80,48,61,69,21000
9710,D. Henderson,23,Manchester United,80,87,190,187,England,GK,80,80,70,83,49,77,70,16000
10303,T. Ndombele,23,Tottenham Hotspur,80,87,180,168,France,CAM,74,66,80,87,69,72,82,20500
10598,David Neres,23,Ajax,80,85,175,146,Brazil,CAM,86,73,73,86,36,65,21,20000
11208,Vinícius Jr.,19,Real Madrid,80,93,175,161,Brazil,RM,95,69,71,87,29,66,95,27500
11319,M. Gómez,23,Valencia CF,80,85,185,185,Uruguay,ST,68,81,68,73,32,82,40,20000
11604,Éder Militão,22,Real Madrid,80,87,185,172,Brazil,CB,78,50,66,71,81,81,115,19000
11922,N. Vlašic,22,PFC CSKA Moscow,80,86,178,174,Croatia,CAM,83,75,76,82,48,71,47,20500
12095,D. Livakovic,25,Dinamo Zagreb,80,86,188,174,Croatia,GK,80,78,74,82,55,79,0.5,15000
13014,V. Tsygankov,22,Dynamo Kyiv,80,86,175,157,Ukraine,CAM,85,73,78,80,45,57,0.5,20500
13333,J. Serendero,32,Uruguay,80,80,190,187,Uruguay,GK,78,81,77,77,42,80,0,0
13338,J. Frendado,36,Uruguay,80,80,180,181,Uruguay,CB,71,61,57,62,82,75,0,0
13339,M. Baldona,36,Uruguay,80,80,178,165,Uruguay,CDM,68,62,74,76,78,77,0,0
13343,S. Ardero,32,Uruguay,80,80,170,139,Uruguay,CAM,82,72,77,83,26,51,0,0
13344,L. Dálves,28,Uruguay,80,80,188,183,Uruguay,ST,80,82,60,71,34,75,0,0
13346,M. Nérez,32,Uruguay,80,80,178,152,Uruguay,LB,79,54,75,78,76,74,0,0
13347,E. Schetino,28,Uruguay,80,80,185,176,Uruguay,CB,80,43,56,65,82,76,0,0
13348,J. Sildero,28,Uruguay,80,80,178,165,Uruguay,CAM,81,77,80,79,40,71,0,0
14715,S. Mandíquez,31,Ecuador,80,80,188,185,Ecuador,ST,80,80,56,74,29,80,0,0
55,Ricardo Carvalho,38,Portugal,79,79,183,174,Portugal,CB,40,47,60,56,80,66,0,0
70,Casillas,38,FC Porto,79,79,185,185,Spain,GK,82,73,60,77,55,83,8,1300
94,T. Rosický,36,Sparta Praha,79,79,178,159,Czech Republic,CAM,73,70,79,82,43,63,2,4200
141,Quaresma,36,Vitória Guimarães,79,79,175,148,Portugal,RM,74,72,81,83,24,62,11,4200
145,M. Carrick,35,Manchester United,79,79,188,163,England,CM,44,65,80,72,74,63,90,3000
263,Maxwell,34,Paris Saint-Germain,79,79,175,161,Brazil,LWB,73,71,79,77,78,74,80,2900
339,David Villa,37,Vissel Kobe,79,79,175,152,Spain,CF,65,81,73,80,34,67,10,3700
352,C. Carrasso,35,Galatasaray SK,79,79,188,205,France,GK,77,78,76,77,40,78,30,3000
450,A. D'Alessandro,35,River Plate,79,79,175,152,Argentina,CAM,66,72,82,80,35,58,20,3800
495,G. Ochoa,34,Mexico,79,79,185,172,Mexico,GK,77,69,75,83,49,79,34,5500
529,J. Mascherano,36,Estudiantes de La Plata,79,79,175,161,Argentina,CDM,61,53,72,68,79,72,15,2700
752,Manuel Fernandes,32,Lokomotiv Moscow,79,79,175,165,Portugal,CAM,79,75,77,82,66,71,2,10000
754,B. Costil,32,FC Girondins de Bordeaux,79,79,188,194,France,GK,78,77,77,80,49,78,28,7500
866,B. Foster,37,Watford,79,79,193,198,England,GK,80,77,73,80,49,79,12,1300
951,L. Koscielny,34,FC Girondins de Bordeaux,79,79,185,165,France,CB,55,43,63,64,80,74,35,4700
1057,Rafinha,34,Olympiacos CFP,79,79,173,148,Brazil,RB,74,46,74,78,74,65,0.5,4400
1110,D. Rose,29,Tottenham Hotspur,79,79,175,168,England,LB,75,61,72,76,77,72,85,10500
1204,D. Valeri,34,Portland Timbers,79,79,178,161,Argentina,CAM,57,77,80,80,45,66,12,6500
1246,Sokratis,32,Arsenal,79,79,185,185,Greece,CB,66,53,52,59,78,81,76,8000
1318,Pedro León,33,SD Eibar,79,79,183,161,Spain,RM,58,77,87,78,45,58,33,7500
1370,D. Ospina,31,Napoli,79,79,183,176,Colombia,GK,82,72,77,84,34,77,48,8000
1378,K. Gameiro,33,Valencia CF,79,79,173,154,France,ST,86,79,74,75,43,67,43,8000
1401,N. Guzmán,34,Tigres U.A.N.L.,79,79,193,207,Argentina,GK,78,77,72,79,52,81,40,5500
1403,M. Díaz,33,Racing Club,79,79,168,150,Chile,CDM,59,66,80,75,74,74,22,6000
1436,M. Valbuena,35,Olympiacos CFP,79,79,168,128,France,LM,72,76,80,81,34,47,0.5,5500
1477,Ángel,33,Getafe CF,79,79,173,150,Spain,ST,73,82,62,79,34,67,36,8000
1513,Granero,31,RCD Espanyol,79,79,180,172,Spain,CM,47,74,81,76,67,67,30,11000
1516,Juan Mata,32,Manchester United,79,79,170,139,Spain,CAM,58,72,82,82,36,44,110,10000
1539,Éder,33,Jiangsu Suning FC,79,79,178,159,Italy,ST,87,78,75,80,29,67,29,8000
1549,Antunes,33,Sporting CP,79,79,175,154,Portugal,LB,72,69,77,76,76,70,16,5500
1554,O. Giroud,33,Chelsea,79,79,193,201,France,ST,39,79,70,71,42,77,96,8000
1611,B. Höwedes,31,Lokomotiv Moscow,79,79,188,170,Germany,CB,52,48,62,63,79,73,50,9500
1634,S. Coleman,31,Everton,79,79,178,170,Republic of Ireland,RB,70,65,73,76,79,70,76,9000
1706,V. Corluka,34,Lokomotiv Moscow,79,79,193,185,Croatia,CB,54,49,65,67,80,78,50,4700
1716,Sidnei,30,Real Betis,79,79,185,176,Brazil,CB,69,57,63,64,77,82,26,10000
1782,N. Amrabat,33,Al Nassr,79,79,180,187,Morocco,RM,79,75,77,80,53,77,46,7500
1820,M. Sissoko,30,Tottenham Hotspur,79,79,188,201,France,CDM,77,63,77,79,77,89,89,11500
1840,M. Parolo,35,Lazio,79,79,183,165,Italy,CDM,57,76,75,75,79,73,40,4000
1889,G. Mercado,31,Sevilla FC,79,79,180,183,Argentina,CB,75,61,66,62,79,80,20,8500
1895,D. Perotti,31,Roma,79,79,178,154,Argentina,LM,74,71,77,85,42,54,0.5,11000
1971,G. Sigurðsson,30,Everton,79,79,185,170,Iceland,CAM,55,78,82,78,60,66,83,12000
2005,S. Feghouli,30,Galatasaray SK,79,79,175,165,Algeria,RM,84,71,74,82,34,68,70,12000
2096,C. Stuani,33,Girona FC,79,79,185,168,Uruguay,ST,67,81,70,73,48,82,16,8000
2105,S. Ulreich,31,FC Bayern München,79,79,193,192,Germany,GK,79,71,68,84,40,79,54,8000
2115,M. Balotelli,29,Brescia,79,79,190,207,Italy,ST,74,82,72,78,24,74,0.5,12500
2158,Y. M'Vila,30,Olympiacos CFP,79,79,183,176,France,CDM,65,62,74,73,75,77,0.5,10500
2185,C. Noboa,33,Ecuador,79,79,183,165,Ecuador,CM,73,71,78,77,75,76,0,0
2198,A. Dzyuba,31,Russia,79,79,196,201,Russia,ST,68,78,69,71,29,85,0,0
2213,S. Nzonzi,31,Stade Rennais FC,79,79,196,196,France,CDM,34,55,71,68,77,86,47,9500
2232,Alex Teixeira,30,Jiangsu Suning FC,79,79,175,159,Brazil,CAM,93,76,73,81,40,72,29,12000
2345,F. Caputo,32,Sassuolo,79,79,180,163,Italy,ST,83,79,61,78,30,66,42,10000
2445,Iborra,32,Villarreal CF,79,79,190,176,Spain,CDM,37,70,75,70,77,80,34,8000
2465,B. Mee,30,Burnley,79,79,180,181,England,CB,62,42,59,63,80,78,56,10000
2495,C. Smalling,30,Manchester United,79,79,193,179,England,CB,68,47,58,59,81,81,100,10000
2528,Cote,30,SD Eibar,79,79,183,170,Spain,LB,69,54,75,75,78,68,30,10000
2642,S. El Shaarawy,27,Shanghai Greenland Shenhua FC,79,79,178,161,Italy,LW,86,77,76,79,46,64,24,13000
2721,Ander Herrera,30,Paris Saint-Germain,79,79,183,157,Spain,CDM,66,72,77,79,79,74,78,11500
2784,N. Otamendi,32,Argentina,79,79,183,179,Argentina,CB,54,57,60,58,80,78,16,8000
2801,F. Orellana,34,Real Valladolid CF,79,79,170,141,Chile,RM,73,75,78,81,40,44,25,6500
2822,Ai Kesen,30,China PR,79,79,180,170,China PR,ST,83,80,73,79,48,78,32,12000
2911,Jaume Costa,32,Villarreal CF,79,79,170,137,Spain,LB,75,61,72,73,78,70,34,8000
2919,N. Gudelj,28,Sevilla FC,79,80,188,161,Serbia,CDM,63,70,78,70,75,84,30,12500
3044,A. Delort,28,Montpellier HSC,79,79,180,183,Algeria,ST,84,80,70,75,33,81,43,13000
3411,A. Oxlade-Chamberlain,26,Liverpool,79,80,175,154,England,CAM,79,74,78,83,67,73,89,14500
3450,L. Muriel,29,Atalanta,79,79,178,174,Colombia,CF,88,79,69,84,27,66,65,12500
3470,João Pedro,28,Cagliari,79,79,183,161,Brazil,CF,72,78,75,79,40,66,44,13000
3480,Danilo,28,Juventus,79,79,183,172,Brazil,RB,69,70,74,75,78,74,73,11000
3488,Lucas Pérez,31,Deportivo Alavés,79,79,180,161,Spain,ST,77,82,75,78,32,69,32,11500
3497,Ibai Gómez,30,Athletic Club de Bilbao,79,79,178,159,Spain,RW,75,78,80,79,59,68,31,12000
3543,M. Sels,28,RC Strasbourg Alsace,79,81,190,194,Belgium,GK,81,76,76,80,36,79,28,11000
3554,Vitolo,30,Atlético Madrid,79,79,185,174,Spain,LM,77,76,76,79,41,74,55,12000
3625,M. Bizot,29,AZ Alkmaar,79,80,193,187,Netherlands,GK,82,76,67,79,46,76,12,10000
3802,A. Mandi,28,Real Betis,79,80,183,172,Algeria,CB,67,46,74,70,80,75,27,12500
3849,Rafinha,27,FC Barcelona,79,80,175,157,Brazil,CAM,69,76,79,84,68,61,140,14000
3857,F. Ghoulam,29,Napoli,79,79,183,176,Algeria,LB,72,64,76,77,77,71,62,10500
3858,G. Kondogbia,27,Valencia CF,79,80,188,176,Central African Republic,CM,69,74,75,77,79,88,40,14000
3867,J. Veretout,27,Roma,79,81,178,148,France,CM,63,74,81,78,74,73,0.5,13500
3919,S. Sané,29,FC Schalke 04,79,79,196,187,Senegal,CB,60,49,64,63,80,81,32,10500
3939,C. Coady,27,Wolverhampton Wanderers,79,81,185,176,England,CDM,47,58,75,66,79,75,76,13000
4046,Fernando,28,Beijing Sinobo Guoan FC,79,80,173,146,Brazil,CDM,75,67,77,73,75,76,24,12500
4072,A. Schwolow,28,Hertha BSC,79,80,190,185,Germany,GK,78,76,71,81,37,78,40,10500
4101,Álvaro,30,Olympique de Marseille,79,79,183,165,Spain,CB,68,33,57,58,80,79,40,10000
4150,A. Carrillo,29,Peru,79,79,180,165,Peru,RM,87,74,72,83,37,68,48,12500
4260,Pozuelo,28,Toronto FC,79,79,170,161,Spain,CAM,65,73,78,83,50,64,12,12500
4289,K. Lala,28,RC Strasbourg Alsace,79,79,178,172,France,RWB,79,63,76,76,73,76,34,11000
4394,Mário Rui,29,Napoli,79,79,170,148,Portugal,LB,82,49,72,79,73,67,62,10500
4399,W. Orban,27,RB Leipzig,79,81,185,192,Hungary,CB,49,36,52,54,81,80,50,13000
4431,E. Sala,27,FC Nantes,79,79,188,183,Argentina,ST,59,79,64,73,62,84,30,13500
4575,J. Ward-Prowse,25,Southampton,79,83,173,146,England,CM,60,72,85,77,66,67,58,16000
4711,O. Shatov,26,FC Krasnodar,79,79,173,161,Russia,LM,86,72,76,80,47,68,50,13500
4713,L. Milivojevic,29,Crystal Palace,79,79,185,176,Serbia,CDM,54,67,76,67,77,82,58,11000
4729,T. Stepanenko,30,Shakhtar Donetsk,79,79,180,176,Ukraine,CDM,67,61,71,68,79,79,0.5,10500
4746,M. Arnold,26,VfL Wolfsburg,79,80,183,163,Germany,CM,66,80,78,77,73,73,46,13500
4790,L. Paredes,26,Paris Saint-Germain,79,82,180,165,Argentina,CM,68,70,80,78,75,79,78,15500
4862,R. Fraser,26,Newcastle United,79,80,163,154,Scotland,LM,88,72,76,81,46,60,47,15000
4924,Matheus,27,SC Braga,79,82,190,185,Brazil,GK,82,75,72,83,46,77,14,11000
4928,H. Çalhanoglu,26,Milan,79,79,178,168,Turkey,CAM,65,75,82,84,59,57,48,13500
4932,Gabriel,26,SL Benfica,79,80,188,181,Brazil,CM,63,74,77,79,77,83,17,14500
4977,E. Forsberg,28,RB Leipzig,79,79,178,168,Sweden,CAM,70,71,81,81,32,61,57,12500
4987,M. Dabbur,28,TSG 1899 Hoffenheim,79,79,183,168,Israel,ST,70,78,66,79,32,69,46,13000
5014,Omar Mascarell,27,FC Schalke 04,79,80,180,168,Spain,CDM,63,61,72,77,75,73,31,13000
5062,N. Aké,25,Manchester City,79,83,180,165,Netherlands,CB,74,53,70,71,81,76,100,14500
5287,Rui Silva,26,Granada CF,79,83,190,201,Portugal,GK,78,74,75,84,30,80,23,12000
5319,J. Quintero,27,Colombia,79,80,168,148,Colombia,CAM,71,76,81,83,39,51,0,0
5334,Samu Castillejo,25,Milan,79,80,183,148,Spain,CAM,81,73,78,82,43,52,42,15000
5336,K. Mbabu,25,VfL Wolfsburg,79,83,183,183,Switzerland,RB,89,51,69,73,74,81,44,14500
5359,Emerson,25,Chelsea,79,82,175,174,Italy,LWB,81,63,70,79,75,64,77,14000
5385,M. Sanson,25,Olympique de Marseille,79,82,180,161,France,CM,73,75,79,78,72,78,42,15500
5408,Rubén García,26,CA Osasuna,79,79,170,157,Spain,LM,78,76,79,80,38,57,37,13500
5432,V. Lazaro B,24,Borussia Mönchengladbach,79,83,180,168,Austria,RM,82,70,76,80,69,67,37,16500
5505,P. Gollini,25,Atalanta,79,83,193,207,Italy,GK,81,75,69,81,47,79,40,12000
5511,André Gomes,26,Everton,79,80,188,185,Portugal,CM,58,69,78,77,70,76,83,14500
5627,P. Max,26,PSV,79,80,178,170,Germany,LB,81,67,78,75,71,72,20,13000
5856,J. Tah,24,Bayer 04 Leverkusen,79,84,196,214,Germany,CB,66,27,57,57,80,81,50,15000
5895,Ricardo Horta,25,SC Braga,79,80,173,139,Portugal,CAM,78,77,76,82,42,58,20,15000
5931,A. Christensen,24,Chelsea,79,84,188,181,Denmark,CB,66,31,63,68,82,72,69,15000
5961,A. Hamdallah,29,Al Nassr,79,79,178,179,Morocco,ST,76,80,69,75,30,75,52,12500
5997,Adama Traoré,24,Wolverhampton Wanderers,79,85,178,159,Spain,RM,96,66,68,87,38,81,80,17500
6013,F. Fabra,29,Colombia,79,79,175,190,Colombia,LB,87,61,71,78,72,79,21,10500
6020,A. Miranchuk,24,Atalanta,79,84,183,163,Russia,CAM,75,70,78,80,31,62,50,17000
6063,W. Barrios,26,Colombia,79,84,178,163,Colombia,CDM,73,38,66,69,79,84,0,0
6169,D. Benedetto,30,Olympique de Marseille,79,79,178,176,Argentina,ST,77,80,67,75,38,75,48,12000
6172,M. Casco,32,River Plate,79,79,170,152,Argentina,RM,88,73,75,81,71,81,20,8000
6288,Ayoze Pérez,26,Leicester City,79,79,178,159,Spain,RW,78,75,71,82,58,66,90,13500
6360,A. Izzo,28,Torino,79,81,183,172,Italy,CB,65,33,48,64,82,74,47,12500
6370,Dani García,30,Athletic Club de Bilbao,79,79,180,176,Spain,CDM,48,69,73,74,79,83,29,11500
6444,Morales,32,Levante UD,79,79,180,154,Spain,ST,86,78,75,84,58,68,32,10000
6460,Paulinho,27,SC Braga,79,80,188,181,Portugal,ST,67,78,64,74,45,81,20,14500
6469,L. Dubois,25,Olympique Lyonnais,79,82,178,161,France,RWB,72,61,75,75,76,73,57,14000
6723,H. Traoré B,28,Stade Rennais FC,79,79,175,157,Mali,RB,82,54,72,76,73,76,49,11000
6724,B. Santamaria,25,SC Freiburg,79,82,183,161,France,CDM,60,64,73,76,75,74,27,14500
6732,T. Bakayoko,25,Chelsea,79,81,188,187,France,CDM,64,48,68,75,77,84,77,14000
6768,A. Rebic,26,Milan,79,80,185,172,Croatia,ST,88,80,70,79,39,80,48,15000
6795,Zaldúa,28,Real Sociedad,79,79,175,152,Spain,RB,69,34,67,66,78,76,32,11000
6807,J. Denayer,25,Olympique Lyonnais,79,83,183,176,Belgium,CB,75,42,63,68,79,80,57,14500
6822,Munir,24,Sevilla FC,79,84,175,152,Spain,ST,80,78,75,82,35,66,30,17000
7027,D. Calvert-Lewin,23,Everton,79,84,188,157,England,ST,83,76,63,75,38,80,80,17000
7137,J. Weigl,24,SL Benfica,79,82,185,159,Germany,CDM,59,48,75,75,77,66,13,14500
7204,H. Winks,24,Tottenham Hotspur,79,84,175,163,England,CM,67,58,78,82,72,68,69,15500
7276,Petros,31,Al Nassr,79,79,183,172,Brazil,CDM,68,67,73,76,74,77,42,9500
7437,Mata,31,Getafe CF,79,79,185,174,Spain,ST,69,80,61,76,31,76,36,11500
7585,Borja Iglesias,27,Real Betis,79,80,188,190,Spain,ST,66,78,64,73,35,80,31,14500
7590,R. Bensebaini,25,Borussia Mönchengladbach,79,82,185,181,Algeria,CB,69,57,71,74,77,80,37,14000
7608,C. Pavón,24,LA Galaxy,79,85,175,172,Argentina,CAM,91,76,75,79,49,74,11,17500
7625,Joan Jordán,25,Sevilla FC,79,82,183,163,Spain,CM,65,75,79,77,67,75,30,15500
7888,E. Bailly,26,Manchester United,79,82,185,170,Ivory Coast,CB,74,42,58,62,79,79,100,14000
7930,A. Golovin,24,AS Monaco,79,83,180,152,Russia,RM,80,72,79,83,67,68,48,16000
8114,Pablo Fornals,24,West Ham United,79,83,178,148,Spain,CAM,68,76,78,80,70,67,41,16500
8247,R. Bentancur,23,Juventus,79,85,188,172,Uruguay,CM,72,58,79,82,73,73,67,17000
8248,M. Marega,29,FC Porto,79,79,185,183,Mali,ST,89,79,62,65,41,90,19,12500
8353,S. Berge,22,Sheffield United,79,86,196,212,Norway,CDM,68,49,74,74,76,85,34,16000
8388,L. Pellegrini,24,Roma,79,84,185,170,Italy,CAM,75,71,81,77,72,69,0.5,17000
8445,E. Ávila,26,CA Osasuna,79,82,173,179,Argentina,ST,82,81,65,78,48,83,40,16000
8485,K. Dolberg,22,OGC Nice,79,83,188,185,Denmark,ST,73,81,69,77,29,67,39,16500
8559,André Silva,24,Eintracht Frankfurt,79,84,183,172,Portugal,ST,71,79,64,79,43,75,32,17000
8603,M. Rashica,24,SV Werder Bremen,79,85,178,161,Kosovo,CAM,88,79,74,84,46,65,32,17500
8698,D. Upamecano,21,RB Leipzig,79,90,185,198,France,CB,77,40,61,66,79,81,36,20000
8873,Ronaldo Esler,20,Atlético Mineiro,79,79,168,143,Brazil,LB,89,58,70,77,74,59,27,12000
8892,Adnan Vidual,28,Brazil,79,79,175,154,Brazil,RB,83,52,70,71,76,71,42,11000
8899,Everton Andrão,24,Fluminense,79,79,178,165,Brazil,CDM,67,62,74,76,78,76,23,12500
8909,Melvin Parrela,20,Coritiba,79,79,188,194,Brazil,CB,71,70,70,72,80,83,19,12500
8933,Gabri Prestão,28,Internacional,79,79,185,176,Brazil,GK,81,75,71,82,60,77,26,9500
9024,Luimo Boas Santos,20,Santos,79,79,175,161,Brazil,CF,83,79,65,81,28,64,27,14500
9377,R. Malinovskyi,27,Atalanta,79,80,180,174,Ukraine,CM,70,79,81,78,66,79,58,14000
9453,V. Osimhen,21,Napoli,79,87,185,172,Nigeria,ST,87,79,63,73,39,79,54,19000
9652,D. Dumfries,24,PSV,79,83,188,176,Netherlands,CB,79,60,66,71,76,89,18,14500
9796,A. Isak,20,Real Sociedad,79,86,193,170,Sweden,ST,82,80,65,78,28,69,28,18000
9798,Zubeldia,23,Real Sociedad,79,84,180,161,Spain,CDM,65,67,76,72,75,80,26,15500
9868,Odriozola,24,Real Madrid,79,82,175,146,Spain,RB,78,52,71,77,75,65,110,14000
9909,Carlos Soler,23,Valencia CF,79,84,180,168,Spain,CAM,79,74,79,78,62,70,34,17000
9970,D. Rice,21,West Ham United,79,86,185,176,England,CDM,65,44,65,69,78,77,31,16500
10015,J. Ikoné,22,LOSC Lille,79,86,175,161,France,CAM,89,70,73,83,33,60,36,17500
10024,E. Mendy,28,Chelsea,79,81,198,190,Senegal,GK,80,77,75,79,34,79,69,11000
10057,H. Barnes,22,Leicester City,79,85,180,146,England,CAM,83,72,75,80,45,57,80,17500
10126,F. Neuhaus,23,Borussia Mönchengladbach,79,86,183,163,Germany,CAM,67,69,76,81,64,67,37,17500
10697,B. Kamara,20,Olympique de Marseille,79,87,183,150,France,CDM,69,46,71,71,77,74,29,17000
10769,S. McTominay,23,Manchester United,79,84,193,194,Scotland,CM,68,71,75,76,76,84,85,15500
10770,E. Bardhi,24,Levante UD,79,82,173,141,North Macedonia,CAM,76,81,78,82,63,58,26,16000
10921,P. Foden,20,Manchester City,79,88,170,152,England,CAM,75,70,76,81,56,55,86,19500
10992,P. Estupiñán,22,Villarreal CF,79,86,175,161,Ecuador,LB,83,32,66,73,74,75,29,15500
11099,Wendel,22,Sporting CP,79,88,180,161,Brazil,CAM,78,75,77,80,73,71,15,19000
11122,D. Zagadou,21,Borussia Dortmund,79,86,196,198,France,CB,59,34,61,50,81,81,38,16000
11382,N. Maksimovic,25,Getafe CF,79,84,188,172,Serbia,CDM,60,68,75,71,77,78,29,15000
11798,Y. Atal,24,OGC Nice,79,85,175,146,Algeria,RM,91,70,72,81,72,72,32,15500
11954,Junior Firpo,23,FC Barcelona,79,85,183,172,Spain,LB,83,64,71,73,75,76,110,15500
12036,J. Koundé,21,Sevilla FC,79,86,178,165,France,CB,77,34,57,70,81,73,21,16000
12115,P. Rajkovic,24,Stade de Reims,79,84,190,187,Serbia,GK,78,77,74,81,23,79,20,12500
12596,Júnior Moraes,33,Shakhtar Donetsk,79,79,175,163,Ukraine,ST,79,80,57,77,27,68,0.5,8000
12805,Rodrygo,19,Real Madrid,79,90,175,141,Brazil,RM,87,75,70,83,32,57,90,21000
12971,Dani Olmo,22,RB Leipzig,79,87,178,159,Spain,CAM,68,76,77,83,50,60,48,18500
13112,Vinícius,25,SL Benfica,79,84,190,183,Brazil,ST,75,80,57,75,41,83,18,17000
13334,E. Guichón,32,Uruguay,79,79,168,143,Uruguay,LB,87,58,70,77,74,53,0,0
13336,R. Di Leonardo,24,Uruguay,79,79,178,165,Uruguay,RB,78,51,69,78,76,67,0,0
13341,E. Riquero,32,Uruguay,79,79,175,154,Uruguay,CDM,81,57,72,76,78,74,0,0
13345,L. Sáreda,28,Uruguay,79,79,185,176,Uruguay,GK,81,75,71,82,60,77,0,0
69,F. Lampard,38,New York City FC,78,78,183,196,England,CM,43,80,80,73,58,68,8,575
91,R. van Persie,34,Feyenoord,78,78,188,157,Netherlands,CAM,54,80,76,80,34,57,20,5500
320,Moyá,36,Real Sociedad,78,78,188,183,Spain,GK,82,72,80,78,39,79,15,1700
334,J. Toulalan,33,FC Girondins de Bordeaux,78,78,183,190,France,CDM,37,45,71,68,75,78,40,4200
365,R. Adler,33,1. FSV Mainz 05,78,78,190,187,Germany,GK,77,76,70,78,28,80,20,5000
376,B. Yilmaz,34,LOSC Lille,78,78,188,170,Turkey,ST,80,81,65,69,34,77,41,5500
399,Felipe Melo,33,Inter,78,78,183,176,Brazil,CB,69,69,71,73,77,82,60,3800
486,D. Srna,36,Cagliari,78,78,178,172,Croatia,CM,73,75,85,75,74,71,20,1200
499,A. Mirante,36,Roma,78,78,193,174,Italy,GK,79,78,65,77,43,79,0.5,1700
524,L. López,37,Racing Club,78,78,175,163,Argentina,ST,69,80,73,77,50,69,18,3700
538,C. Tévez,36,Boca Juniors,78,78,170,170,Argentina,ST,68,81,74,78,45,77,16,3700
541,J. Sosa,35,Fenerbahçe SK,78,78,178,157,Argentina,CM,69,70,82,80,66,65,47,4300
564,Andrés Fernández,33,SD Huesca,78,78,188,181,Spain,GK,80,75,68,79,56,76,20,5500
671,Jorge Molina,38,Granada CF,78,78,188,159,Spain,ST,36,82,67,70,42,73,24,3700
695,R. Eremenko,31,Spartak Moscow,78,78,185,176,Finland,CAM,68,74,80,77,54,69,2,9000
773,M. Debuchy B,34,AS Saint-Étienne,78,78,175,168,France,RB,67,67,73,74,77,72,32,3600
793,L. Perrin,33,AS Saint-Étienne,78,78,180,176,France,CB,49,56,67,65,79,74,32,4900
801,R. Montolivo,33,Milan,78,78,180,168,Italy,CM,51,64,82,80,73,64,70,4200
871,T. Heaton,34,Aston Villa,78,78,188,203,England,GK,78,77,74,79,55,78,43,4500
896,L. Diarra,33,Paris Saint-Germain,78,78,175,163,France,CDM,67,52,70,77,75,71,60,4200
906,Charles,35,SD Eibar,78,78,178,168,Brazil,ST,60,79,62,76,35,67,21,4800
914,M. Boussoufa,33,Al Shabab,78,78,168,134,Morocco,CAM,71,71,79,81,43,51,40,6500
946,<U+FFFD>. Radu,33,Lazio,78,78,183,174,Romania,CB,61,64,65,68,83,69,51,4900
988,M. Škrtel,35,Medipol Basaksehir FK,78,78,190,179,Slovakia,CB,47,38,48,51,78,82,26,3100
1118,R. Bertrand,30,Southampton,78,78,178,187,England,LB,78,53,70,76,76,70,50,8000
1157,Gervinho,33,Parma,78,78,178,143,Ivory Coast,LW,90,70,71,80,35,57,38,6500
1183,José Fonte,36,LOSC Lille,78,78,190,179,Portugal,CB,32,38,54,59,79,76,24,2100
1191,A. Guardado,33,Real Betis,78,78,170,148,Mexico,CM,67,69,79,80,71,68,26,6000
1254,V. Moses B,29,Chelsea,78,78,178,170,Nigeria,RM,76,69,74,81,73,69,84,10000
1266,D. Criscito,33,Genoa,78,78,183,165,Italy,LB,73,61,76,71,77,74,18,4700
1268,A. Candreva,33,Sampdoria,78,78,180,154,Italy,RM,72,78,77,79,61,65,23,6500
1269,C. Ansaldi,33,Torino,78,78,180,168,Argentina,RWB,78,64,77,80,76,70,45,6500
1305,K. Boateng,33,AC Monza,78,78,185,190,Ghana,CF,64,78,77,80,65,74,7,6500
1315,F. Caicedo,31,Lazio,78,78,183,181,Ecuador,CF,73,76,71,75,44,80,60,9500
1355,I. Piatti,35,San Lorenzo de Almagro,78,78,180,168,Argentina,CAM,68,79,74,82,54,72,20,4500
1442,D. Mbokani,34,Royal Antwerp FC,78,78,185,161,DR Congo,ST,67,78,67,77,40,74,27,5500
1526,E. Capoue,31,Watford,78,78,190,192,France,CDM,51,71,73,70,77,77,20,8000
1529,P. Diop,34,SD Eibar,78,78,178,170,Senegal,CDM,41,66,68,67,78,85,28,4000
1647,Hernanes,33,Hebei China Fortune FC,78,78,180,170,Brazil,CM,61,68,82,75,66,68,20,6000
1652,Guilherme,34,Lokomotiv Moscow,78,78,196,209,Russia,GK,82,73,72,80,39,78,37,4500
1661,Luiz Adriano,31,Spartak Moscow,78,78,183,176,Brazil,ST,77,77,66,77,33,66,2,9500
1815,Víctor Díaz,32,Granada CF,78,78,183,159,Spain,RB,72,56,68,68,74,76,26,6500
1894,P. Piatti,31,Toronto FC,78,78,163,139,Argentina,LM,83,75,75,79,47,54,11,9000
2097,M. Musacchio,29,Milan,78,78,180,161,Argentina,CB,63,47,63,67,82,70,38,8500
2180,I. Smolnikov,29,Russia,78,78,178,154,Russia,RB,85,61,72,73,74,75,0,0
2203,P. Mamaev,28,FC Krasnodar,78,78,178,154,Russia,RW,78,74,73,79,67,66,50,10500
2224,Rafael Carioca,31,Tigres U.A.N.L.,78,78,180,172,Brazil,CDM,69,66,77,75,73,73,44,8000
2225,M. Suárez,32,River Plate,78,78,183,165,Argentina,CAM,76,77,76,82,45,74,21,8500
2253,L. Acosta,32,Club Atlético Lanús,78,78,170,148,Argentina,LW,89,70,72,80,51,65,24,8000
