,Name,Age,Club,OVA,POT,Height,Weight,Nationality,BP,PAC,SHO,PAS,DRI,DEF,PHY,Wage,Value
9665,R. Harakawa,26,Sagan Tosu,66,67,175,159,Japan,CAM,80,58,64,70,57,64,2,750
9690,P. Brlek,26,Genoa,66,69,180,163,Croatia,CAM,64,63,65,66,53,66,5,775
9713,M. Villanueva,27,Venezuela,66,69,193,170,Venezuela,CB,54,39,54,49,63,78,2,700
9719,J. Shipley,22,Coventry City,66,74,183,161,Republic of Ireland,CAM,65,62,68,65,56,66,11,925
9738,J. Osei-Tutu,21,Cardiff City,66,78,175,154,England,RM,82,59,57,70,59,64,6,1200
9753,R. Miérez,23,Deportivo Alavés,66,73,183,172,Argentina,ST,68,67,52,62,34,75,6,925
9754,T. Chong,20,SV Werder Bremen,66,82,185,165,Netherlands,LM,77,63,63,64,44,62,6,1400
9814,S. Edera,23,Torino,66,75,175,154,Italy,CAM,62,66,63,72,39,35,11,1000
9818,S. Palombi,23,US Cremonese,66,73,183,154,Italy,ST,68,63,56,63,35,64,1,925
9819,A. Rossi,22,Castellammare di Stabia,66,72,183,172,Italy,ST,64,66,55,63,31,63,1,900
9860,Alan Besseiro,28,Oceânico FC,66,66,175,150,Brazil,LB,82,47,60,62,61,62,6,550
9875,B. Niasse,23,CD Tondela,66,73,196,170,Senegal,GK,74,65,60,69,31,56,2,675
9899,Felipe Araruna,24,Reading,66,73,175,154,Brazil,RWB,73,32,59,66,64,62,4,825
9908,David Carmona B,22,Racing Santander,66,75,175,159,Spain,RB,77,43,57,62,61,69,2,900
9916,Q. Daubin,24,Pau FC,66,73,178,168,France,CDM,63,58,63,65,62,68,1,825
9938,B. Lubala,22,Blackpool,66,77,178,161,DR Congo,RM,84,63,60,66,34,62,3,1100
9940,S. Surridge,21,Bournemouth,66,75,190,170,England,ST,61,65,43,64,28,71,4,1000
9948,Jeong Seung Won,23,Daegu FC,66,75,170,150,Korea Republic,RM,73,56,57,65,49,67,2,1000
9974,N. Hauptmann,24,Holstein Kiel,66,73,175,139,Germany,CAM,71,53,67,74,51,50,5,900
9981,P. Kurzweg,26,FC Ingolstadt 04,66,68,180,176,Germany,LM,83,47,63,64,57,71,3,675
9983,Isi Ros,24,AD Alcorcón,66,72,165,117,Spain,LM,82,55,60,72,34,36,3,875
9993,O. Bogle,25,ADO Den Haag,66,68,190,176,England,ST,65,65,50,63,30,67,3,800
10021,N. Jambor,24,Rio Ave FC,66,71,188,185,Croatia,CDM,65,52,65,67,63,69,3,850
10026,M. Huber,30,TSV Hartberg,66,66,188,168,Austria,CB,42,29,40,47,67,69,3,525
10030,J. Odgaard,21,Sassuolo,66,75,188,176,Denmark,ST,68,65,50,67,39,66,7,1000
10036,A. Zeqiri,21,FC Lausanne-Sport,66,80,185,176,Switzerland,ST,74,67,55,67,22,66,4,1400
10042,B. Mason,22,Coventry City,66,73,173,154,England,LWB,82,40,58,62,62,67,9,800
10054,A. Jovanovic,27,SD Huesca,66,70,193,187,Serbia,GK,68,60,63,66,22,68,5,575
10059,D. Iliev,31,Bulgaria,66,66,185,181,Bulgaria,ST,64,64,64,67,37,66,0,0
10078,J. Ruiz,22,FC Sion,66,78,188,181,France,CB,68,42,58,60,66,71,7,1100
10079,S. Kneževic,23,FC Luzern,66,77,188,179,Switzerland,CB,44,34,43,48,67,72,4,1000
10104,M. Dimun,23,Cracovia,66,75,185,168,Slovakia,CDM,60,38,55,58,64,74,3,925
10115,M. D'Arpino,24,KV Oostende,66,71,175,154,France,CM,67,56,68,69,60,65,3,775
10117,M. Nalepa,24,Arka Gdynia,66,70,170,163,Poland,RM,70,60,65,67,62,73,2,850
10127,M. Besuschkow,23,SSV Jahn Regensburg,66,73,188,179,Germany,CM,36,54,64,65,61,72,3,825
10171,T. Makowski,20,Lechia Gdansk,66,77,178,168,Poland,CDM,70,54,59,64,62,70,2,1000
10178,M. Finotto,27,AC Monza,66,67,183,159,Italy,ST,82,62,57,65,35,67,2,750
10199,M. Svensson,22,Helsingborgs IF,66,75,165,150,Sweden,RM,81,59,60,70,31,48,1,1000
10214,R. Nicolaisen,23,Portsmouth,66,73,190,181,Denmark,CB,68,41,51,56,66,72,3,825
10215,P. Kammerbauer,23,Eintracht Braunschweig,66,74,175,161,Germany,CDM,66,48,64,69,62,68,4,875
10219,J. Aja,27,Minnesota United FC,66,69,193,185,Uruguay,CB,59,37,40,46,64,77,2,700
10236,T. Pearce,22,Wigan Athletic,66,76,185,154,England,LB,71,52,60,62,62,62,2,925
10269,J. Storey,22,Preston North End,66,75,188,165,England,CB,67,26,41,48,68,68,6,900
10275,O. Rathbone,23,Rochdale,66,72,175,168,England,CAM,75,56,61,67,58,67,2,875
10279,Iban Salvador,24,CF Fuenlabrada,66,73,173,159,Equatorial Guinea,LW,81,67,62,71,28,64,2,925
10307,L. Badiashile,22,AS Monaco,66,75,185,176,France,GK,67,64,65,69,38,62,8,775
10343,D. Bates,23,KSV Cercle Brugge,66,72,190,183,Scotland,CB,59,24,41,42,66,70,3,800
10351,H. Pickering,21,Crewe Alexandra,66,75,183,172,England,LWB,73,50,62,62,61,67,2,900
10365,S. Sidler,21,FC Luzern,66,77,185,168,Switzerland,LB,67,57,62,60,63,63,3,1000
10367,T. Alarcón,19,CD O'Higgins,66,81,175,154,Chile,CB,61,44,54,58,66,68,1,1300
10376,D. Carando,31,Cusco FC,66,66,183,174,Argentina,ST,62,68,45,55,22,60,0.5,575
10378,J. Asoro,21,Genoa,66,76,175,165,Sweden,ST,88,62,53,72,21,57,4,1100
10396,G. Gómez,24,Racing Club,66,74,190,194,Argentina,GK,68,60,68,69,23,66,3,725
10415,I. Morales,20,Colo-Colo,66,76,180,168,Chile,ST,76,61,56,67,25,69,0.5,1000
10421,N. Briasco,24,Club Atlético Huracán,66,73,178,181,Armenia,ST,68,66,51,67,23,63,5,925
10434,C. González,23,Rosario Central,66,74,183,176,Uruguay,CB,67,35,54,55,66,66,4,850
10469,B. Woodburn,20,Liverpool,66,81,175,159,Wales,CAM,75,62,59,71,23,52,15,1400
10473,V. Peña,32,Sport Huancayo,66,66,165,150,Peru,RM,71,59,61,66,34,50,0.5,500
10487,Josema,24,Elche CF,66,73,183,179,Spain,CB,60,31,44,45,66,65,5,825
10506,C. Wood,23,Bradford City,66,73,178,172,England,LWB,83,50,57,63,59,69,5,800
10512,A. Plizzari,19,Livorno,66,82,188,161,Italy,GK,68,68,59,72,41,62,0.5,1200
10525,D. Sosa,22,Club Atlético Tigre,66,75,178,163,Argentina,LB,68,45,57,59,64,70,4,900
10534,L. Faye,22,ADO Den Haag,66,70,170,174,Netherlands,LB,71,35,50,61,63,73,2,750
10576,B. Chorbadzhiyski,23,Bulgaria,66,75,193,181,Bulgaria,CB,62,28,40,47,66,71,0,0
10578,You Ju An,20,Suwon Samsung Bluewings,66,74,178,154,Korea Republic,ST,73,61,61,65,37,67,2,975
10584,S. Shashoua,21,CD Tenerife,66,80,170,143,England,RM,76,52,61,69,34,46,2,1400
10591,D. Rigo,21,ADO Den Haag,66,76,180,165,Belgium,CAM,59,57,73,68,46,57,2,1000
10604,J. Brown,22,Stoke City,66,75,183,159,England,RM,76,63,61,68,45,68,8,1000
10626,D. Lavalée,23,1. FSV Mainz 05,66,73,188,168,Belgium,CB,64,29,62,62,65,67,6,825
10636,Kike Pérez,23,Real Valladolid CF,66,73,183,176,Spain,CM,57,52,65,65,59,59,5,900
10664,J. Torres,20,Club Atlas,66,79,170,157,Mexico,ST,83,64,60,66,34,63,3,1200
10771,F. Román,24,Millonarios FC,66,73,183,176,Colombia,RB,71,33,55,58,62,70,1,800
10801,G. Kastanos,21,Pescara,66,77,178,157,Cyprus,CAM,68,57,60,72,28,60,1,1100
10825,C. Durkin,20,Sint-Truidense VV,66,77,183,165,United States,CDM,59,56,65,63,65,68,3,1100
10828,J. Williams,20,Barnsley,66,78,178,165,England,RB,71,38,53,64,63,65,3,1100
10834,Erik Expósito,24,Slask Wroclaw,66,73,190,183,Spain,ST,64,64,47,63,29,63,3,925
10837,A. Delamea,29,New England Revolution,66,67,183,161,Slovenia,CB,55,32,48,56,66,70,3,600
10842,C. Colmán,26,Barcelona Sporting Club,66,69,185,174,Paraguay,ST,72,65,45,66,26,65,0.5,825
10848,P. Sontheimer,21,FC Würzburger Kickers,66,75,168,143,Germany,CM,68,51,63,69,59,61,4,975
10849,D. Mihailovic,21,Chicago Fire,66,79,178,152,United States,CAM,66,61,66,67,56,64,2,1200
10859,A. Sampsted,22,FK Bodø/Glimt,66,75,180,159,Iceland,RB,78,40,55,61,61,67,1,900
10866,S. Kaba,25,FC Midtjylland,66,70,190,176,Guinea,ST,66,65,54,64,37,74,8,850
10870,F. Rogic,27,AIK,66,67,183,170,Sweden,CM,69,59,62,67,61,76,3,725
10873,André Pedrosa,22,Vitória de Setúbal,66,71,185,154,Portugal,CDM,65,50,63,64,63,62,2,775
10876,J. Stojanovic,28,KV Kortrijk,66,66,188,176,Serbia,ST,52,67,69,65,49,69,5,650
10927,M. Olosunde,22,Rotherham United,66,75,185,159,United States,RB,76,39,52,64,63,65,9,900
10930,M. Sylla,20,FC Utrecht,66,77,180,154,France,ST,79,64,53,71,22,54,4,1100
10935,A. Al Khaibari,23,Al Nassr,66,74,175,146,Saudi Arabia,CDM,67,43,59,62,63,73,8,875
11033,D. Sterling,19,Wigan Athletic,66,81,180,159,England,RB,78,48,56,65,64,69,3,1300
11043,C. Vargas,21,Mazatlán FC,66,76,175,168,Mexico,CB,67,46,55,56,67,65,3,950
11070,Olabe,24,SD Eibar,66,73,178,154,Spain,CAM,60,57,68,69,54,60,7,900
11079,J. Pendant,23,New York Red Bulls,66,75,178,141,France,LB,67,32,55,57,64,65,2,900
11080,A. Erlingmark,22,IFK Göteborg,66,73,188,176,Sweden,CB,63,55,57,59,66,74,1,825
11090,M. Sepúlveda,20,CD O'Higgins,66,76,178,163,Chile,RWB,74,60,61,67,61,69,2,975
11107,B. Wilmot,20,Watford,66,80,188,176,England,CB,46,30,43,38,67,65,4,1300
11116,Luis Perea,22,CD Leganés,66,76,190,181,Spain,CM,55,55,61,65,62,66,3,950
11124,T. Boss,27,SV Wehen Wiesbaden,66,70,185,179,Germany,GK,70,64,60,67,50,63,2,575
11130,L. Weinkauf,23,MSV Duisburg,66,73,198,207,Germany,GK,68,66,57,69,19,68,0.75,675
11146,D. Wiebe,26,Eintracht Braunschweig,66,68,188,161,Germany,CDM,55,41,56,57,65,70,5,700
11148,Song Bum Keun,22,Jeonbuk Hyundai Motors,66,77,193,194,Korea Republic,GK,67,64,65,66,26,65,2,875
11169,M. Heider,34,VfL Osnabrück,66,66,188,181,Germany,ST,72,65,61,64,55,80,5,350
11178,D. Hägele,31,FC Würzburger Kickers,66,66,185,168,Germany,CDM,66,58,64,63,63,76,5,475
11180,J. Lorch,24,Viktoria Köln,66,69,188,174,Germany,CB,65,46,58,60,65,75,1,750
11227,P. Pellegri,19,AS Monaco,66,74,188,176,Italy,ST,64,65,54,66,20,62,8,925
11239,M. Kleinsorge,24,1. FC Kaiserslautern,66,71,170,152,Germany,RM,82,59,57,70,28,55,2,850
11240,B. Girth,28,Holstein Kiel,66,66,180,181,Germany,ST,60,66,45,63,23,63,7,675
11248,M. Dombrowka,28,SpVgg Unterhaching,66,66,180,170,Germany,LB,75,29,50,62,61,69,2,550
11256,L. Daschner,21,FC St. Pauli,66,77,183,168,Germany,CAM,73,61,62,68,48,63,4,1100
11257,T. Schwede,26,SV Wehen Wiesbaden,66,67,183,161,Germany,LM,79,54,59,65,38,66,3,750
11259,M. Farrona Pulido,27,FC Hansa Rostock,66,66,175,154,Germany,LW,87,58,54,72,27,52,2,675
11275,A. Koita,21,Waasland-Beveren,66,74,175,161,Belgium,CAM,85,65,61,68,36,63,3,950
11277,Juan Alano,23,Kashima Antlers,66,71,173,152,Brazil,CAM,69,60,64,66,40,63,3,850
11309,V. Hammershøy-Mistrati,28,Randers FC,66,66,178,168,Denmark,CM,66,60,64,68,59,69,4,650
11357,L. Hemmerich,22,FC Würzburger Kickers,66,77,180,154,Germany,RB,77,56,61,64,56,74,4,1000
11359,S. Dembele,23,Peterborough United,66,73,173,148,Scotland,RM,83,61,61,69,31,44,4,925
11361,N. Bakboord,21,Heracles Almelo,66,75,178,163,Netherlands,RB,75,40,55,63,61,63,2,900
11376,B. Manu,23,SV Darmstadt 98,66,75,170,154,Germany,RM,92,58,54,70,35,65,5,1000
11383,T. Hadebe,24,Yeni Malatyaspor,66,73,180,185,Zimbabwe,CB,71,29,36,39,69,71,4,825
11398,M. Baku,22,Holstein Kiel,66,78,178,159,Germany,LM,86,52,52,73,24,55,5,1100
11426,W. Kanga,22,Kayserispor,66,74,183,168,France,ST,71,63,60,68,24,62,4,950
11439,A. Zrelák,26,1. FC Nürnberg,66,69,183,181,Slovakia,ST,67,66,43,62,30,75,4,825
11440,A. Medina,22,Deportivo Toluca,66,75,183,163,Mexico,CAM,68,57,64,68,53,58,5,1000
11466,D. Erdogan,23,Çaykur Rizespor,66,71,183,174,Turkey,CM,64,54,65,66,60,69,4,850
11482,M. Siplak,24,Cracovia,66,72,183,176,Slovakia,LWB,72,33,55,64,63,71,3,775
11502,V. Mpindi Ekani,23,SønderjyskE,66,76,190,181,Cameroon,CDM,62,47,57,65,62,77,3,950
11505,G. Giakoumakis,25,VVV-Venlo,66,69,185,190,Greece,ST,68,66,43,62,28,75,3,825
11532,Rui Costa,24,FC Porto,66,72,178,161,Portugal,ST,74,66,64,69,34,57,4,900
11536,D. Rasak,24,Wisla Plock,66,73,183,170,Poland,CDM,70,50,58,63,63,76,2,825
11537,N. Guerra,20,Universidad de Chile,66,78,175,141,Chile,CAM,73,63,53,70,22,61,3,1200
11539,R. Taylor,25,SK Brann,66,69,183,176,Finland,RM,78,64,62,67,52,71,2,800
11541,J. Valadéz,23,Monarcas Morelia,66,74,178,168,Mexico,CB,46,38,46,57,65,61,3,850
11557,J. Arp,20,Bayern München II,66,80,183,172,Germany,ST,69,64,49,70,22,54,2,1400
11558,Javi Alonso,21,CD Tenerife,66,77,183,165,Spain,CM,58,51,66,63,60,71,2,1000
11572,E. Civic,22,Sparta Praha,66,73,183,168,Bosnia Herzegovina,LM,77,50,62,67,59,69,0.5,750
11579,Luan,24,SKN St. Pölten,66,71,185,150,Brazil,CB,53,25,40,43,67,67,3,775
11594,F. Downes,21,Ipswich Town,66,74,173,154,England,CDM,68,53,64,66,65,73,3,950
11602,M. Ezzarfani,22,CD Mirandés,66,76,175,165,Morocco,RM,73,59,61,68,33,53,2,1000
11607,David Batanero,31,Mjällby AIF,66,66,185,176,Spain,CM,43,58,71,63,54,63,1,550
11610,W. Riveros,27,Barcelona Sporting Club,66,69,178,168,Paraguay,CB,59,33,44,45,66,69,0.5,700
11618,N. Mihajlovic,23,Arka Gdynia,66,71,173,161,Serbia,RM,77,63,64,67,30,60,2,850
11623,M. Perg,28,Puebla FC,66,67,185,176,Uruguay,CB,49,30,39,41,66,77,3,625
11628,F. Escobar,25,AD Alcorcón,66,72,183,163,Panama,CB,77,40,40,45,66,78,3,775
11632,G. Koyalipou,20,Chamois Niortais Football Club,66,77,183,168,France,ST,76,67,60,69,31,62,2,1100
11634,C. Capone,21,Atalanta,66,81,183,165,Italy,RM,70,59,60,73,20,50,11,1400
11635,M. Carraro,22,Atalanta,66,74,188,163,Italy,CDM,55,55,65,66,65,68,12,925
11648,S. Sow,23,RKC Waalwijk,66,70,183,163,Netherlands,ST,78,62,57,67,27,67,2,850
11699,S. Niakaté,20,En Avant de Guingamp,66,76,183,168,France,CB,67,28,45,62,66,74,2,950
11714,A. Katranis,22,Hatayspor,66,75,178,161,Greece,LB,72,47,60,64,61,67,4,900
11750,E. Bwomono B,21,Southend United,66,75,183,159,Uganda,RB,83,42,55,64,60,68,3,900
11829,Leonardo Rocha,22,KAS Eupen,66,73,201,203,Portugal,ST,62,67,46,62,21,65,4,925
11849,F. Aksoy,22,Alanyaspor,66,74,188,172,Turkey,CB,39,42,54,60,68,70,4,875
11857,Dani Escriche,22,SD Huesca,66,74,178,165,Spain,ST,68,66,51,65,35,56,6,950
11863,L. Pintor,19,ESTAC Troyes,66,78,178,146,France,ST,79,66,54,70,27,54,2,1100
11883,N. Estévez,24,Spezia,66,71,180,165,Argentina,RM,69,64,67,67,63,66,0.5,850
11938,Fran Manzanara,23,Levante UD,66,75,183,159,Spain,CB,64,50,57,64,67,62,5,900
11984,J. Shonga,23,Orlando Pirates,66,71,178,141,Zambia,ST,70,65,61,70,31,52,0.5,875
11989,Yang Liyu,23,Guangzhou Evergrande Taobao FC,66,74,178,143,China PR,RM,80,55,61,65,43,68,6,950
12024,R. Guerra,23,Villarreal CF,66,75,183,165,Uruguay,CDM,52,55,57,64,63,62,7,925
12028,F. Feuillassier,22,CF Fuenlabrada,66,78,173,152,Argentina,ST,68,70,60,69,29,57,2,1100
12068,M. García,20,Once Caldas,66,75,180,146,Colombia,ST,81,67,41,64,23,68,1,1000
12101,R. Massimo,19,VfB Stuttgart,66,78,183,174,Germany,RM,85,58,55,70,51,60,4,1100
12110,J. Opoku,21,Plymouth Argyle,66,77,196,174,England,LB,69,42,53,61,63,72,3,1000
12120,C. Akas,26,Os Belenenses,66,69,188,198,Nigeria,LWB,66,40,52,63,62,78,2,700
12138,Lucas,23,RC Celta,66,76,185,168,Brazil,CB,59,33,39,47,67,69,5,950
12166,J. Méndez,23,Club Atlético Talleres,66,75,178,157,Argentina,CAM,71,58,66,69,61,67,4,975
12186,Chris Ramos,23,Real Valladolid CF,66,74,193,176,Spain,ST,76,64,48,61,28,61,5,950
12215,J. Medina,23,New York City FC,66,74,178,154,Paraguay,LW,72,65,69,63,34,51,3,950
12218,L. Moser,20,1. FC Union Berlin,66,77,196,194,Germany,GK,71,63,58,68,26,61,4,900
12226,Carlos Miguel,23,FC Red Bull Salzburg,66,72,193,194,Brazil,GK,68,59,62,70,27,64,5,675
12254,Anderson Emanuel,24,Club Bolívar,66,72,175,148,Angola,LM,84,59,58,67,27,68,0.5,875
12266,J. Sands,19,New York City FC,66,79,180,161,United States,CDM,55,49,58,64,65,62,1,1100
12270,L. Selahi,21,FC Twente,66,75,180,168,Albania,CDM,71,53,62,66,63,75,3,975
12274,O. Solet,20,FC Red Bull Salzburg,66,80,193,179,France,CB,68,39,53,61,63,73,5,1300
12297,M. Dauda,21,Esbjerg fB,66,75,175,152,Ghana,ST,85,66,54,70,23,57,4,1000
12329,Jorge Fernandes,23,Vitória Guimarães,66,73,190,201,Portugal,CB,40,34,42,48,66,73,3,825
12343,W. Semedo,26,Grenoble Foot 38,66,67,185,150,France,CAM,76,63,60,69,36,64,2,750
12347,T. Lamptey,19,Brighton & Hove Albion,66,83,168,128,England,RB,82,33,58,66,60,51,7,1300
12384,C. Sickinger,22,1. FC Kaiserslautern,66,74,183,161,Germany,CDM,66,47,59,57,64,70,2,875
12386,T. Buitink,20,Vitesse,66,77,175,150,Netherlands,ST,69,67,55,65,25,65,5,1100
12391,A. Herrera,23,Real Salt Lake,66,74,180,154,United States,RB,69,32,54,63,64,70,2,850
12394,B. Bye,24,New England Revolution,66,71,183,174,United States,RB,77,57,56,61,60,70,2,750
12418,M. Frendrup,19,Brøndby IF,66,81,178,154,Denmark,CDM,64,41,57,64,64,66,3,1300
12428,A. Björnström,24,IK Sirius,66,71,175,143,Sweden,LB,79,45,59,60,61,61,1,750
12433,J. Kulhánek,22,Sparta Praha,66,75,185,150,Czech Republic,CDM,54,40,56,54,66,65,0.5,850
12437,J. López Pissano,23,Rosario Central,66,73,180,150,Argentina,LM,71,47,63,71,41,60,4,900
12477,San Román,22,Atlético Madrid,66,75,188,174,Spain,GK,65,67,68,66,24,64,8,775
12500,K. Nakamura,19,Sint-Truidense VV,66,80,180,165,Japan,CAM,76,65,59,71,31,64,3,1400
12501,M. Cholewiak,30,Legia Warszawa,66,66,183,161,Poland,LM,90,62,59,66,60,63,4,600
12561,S. Strand,27,IF Elfsborg,66,67,175,154,Sweden,LB,85,31,50,61,60,64,2,650
12582,A. Abeid,22,Valenciennes FC,66,74,175,161,Mauritania,LWB,71,42,54,62,63,66,2,850
12603,A. Danzi,21,Hellas Verona,66,78,175,154,Italy,CM,56,42,66,67,60,56,6,1100
12629,D. Bizimana,23,Waasland-Beveren,66,71,180,170,Rwanda,CM,61,63,65,64,64,69,3,775
12639,N. Fröling,20,Kalmar FF,66,79,180,176,Sweden,ST,76,69,56,66,37,80,1,1300
12645,D. Valencia,20,Universidad Católica,66,78,180,163,Chile,ST,67,64,47,67,26,65,3,1200
12664,M. Gómez,21,Gimnasia y Esgrima La Plata,66,78,170,143,Argentina,RM,79,53,58,70,52,59,4,1200
12667,B. White,24,New York Red Bulls,66,72,178,170,United States,ST,76,65,53,67,49,69,3,900
12705,B. Diaby,21,Barnsley,66,74,188,194,Spain,CB,75,25,55,62,59,78,3,875
12731,D. Burgzorg,21,Heracles Almelo,66,76,188,168,Netherlands,RM,83,60,55,70,36,64,2,1000
12738,C. Abi,20,AS Saint-Étienne,66,80,188,157,France,ST,77,63,58,67,28,63,7,1400
12742,L. Adžic,21,MKE Ankaragücü,66,75,183,172,Serbia,CAM,74,63,63,69,33,59,6,1000
12745,B. Nygren,18,KRC Genk,66,80,183,170,Sweden,CAM,66,62,64,67,20,58,2,1300
12752,J. Garner,19,Watford,66,84,183,176,England,CM,67,61,63,63,63,64,3,1300
12756,F. Rieder,24,WSG Tirol,66,69,175,152,Austria,RM,73,51,64,67,56,66,3,825
12798,A. Mucolli,20,Vejle Boldklub,66,75,175,154,Albania,CAM,74,57,62,70,44,63,3,1000
12854,N. Lozano,26,Granada CF,66,70,185,170,Colombia,CB,68,42,47,55,63,80,7,725
12861,A. De Bruyn,26,KAA Gent,66,68,178,152,Belgium,CAM,73,67,62,73,31,56,6,775
12880,O. Batista Meier,19,SC Heerenveen,66,83,178,148,Germany,LW,75,64,54,75,29,44,2,1400
12891,W. Burger,19,Feyenoord,66,78,190,176,Netherlands,CAM,76,55,62,67,59,73,2,1100
12895,M. Lacroix,20,VfL Wolfsburg,66,81,190,194,France,CB,68,29,39,48,67,73,7,1300
12912,D. Kyereh,24,FC St. Pauli,66,73,178,161,Germany,ST,81,64,49,73,22,62,5,925
12936,A. Mendy,25,Servette FC,66,71,180,165,Senegal,LB,75,34,58,60,61,67,5,750
12937,F. Sgarbi,21,Perugia,66,76,190,185,Italy,CB,62,29,38,41,65,70,1,950
12950,Isma Cerro,24,Real Sporting de Gijón,66,69,178,170,Spain,RM,73,60,62,68,26,58,3,825
12976,L. Menalo,23,Dinamo Zagreb,66,72,180,161,Bosnia Herzegovina,RM,77,60,57,71,26,51,0.5,875
13003,I. Lakicevic,25,Venezia FC,66,67,180,165,Serbia,CB,65,42,59,62,66,67,1,675
13004,R. Vodišek,20,Genoa,66,79,188,183,Slovenia,GK,68,62,61,69,47,63,2,1000
13011,Daniel Fuzato,22,Gil Vicente FC,66,73,190,194,Brazil,GK,63,65,60,65,25,70,2,675
13012,Gabriel Brazão,19,Real Oviedo,66,78,190,185,Brazil,GK,65,63,59,70,28,66,1,900
13033,T. Cognat,22,Servette FC,66,77,173,148,France,CAM,78,60,67,71,48,65,5,1100
13039,M. Gonçalves,19,Toulouse Football Club,66,76,178,146,France,CB,58,44,58,58,67,69,1,900
13043,João Lopes,23,Santa Clara,66,72,188,183,Brazil,GK,66,64,59,66,31,66,2,675
13048,Y. Diarra,21,FC Red Bull Salzburg,66,73,178,161,Mali,CDM,71,59,63,66,61,72,7,900
13075,Gustavo Cascardo,22,Vitória de Setúbal,66,71,175,146,Brazil,RB,82,45,56,67,62,60,2,750
13094,C. Gutiérrez,21,U.N.A.M.,66,78,178,161,Mexico,RM,70,53,64,67,33,59,3,1200
13127,G. Whyte,24,Cardiff City,66,72,175,148,Northern Ireland,RM,78,57,58,68,35,43,7,875
13131,M. Hjulmand,21,FC Admira Wacker Mödling,66,75,185,172,Denmark,CM,64,52,61,65,61,73,3,975
13153,E. Linthorst,20,VVV-Venlo,66,74,188,179,Netherlands,CAM,68,60,62,67,62,72,2,950
13193,K. Sowah,20,Oud-Heverlee Leuven,66,78,178,146,Ghana,LM,81,62,60,69,43,61,3,1200
13205,S. Diop,20,AS Monaco,66,78,175,143,France,CAM,75,57,63,70,31,44,9,1200
13219,Montero,21,Besiktas JK,66,80,185,168,Spain,CB,41,29,49,58,67,67,11,1300
13221,M. Fischer,24,SCR Altach,66,70,178,159,Austria,CAM,70,62,66,68,43,65,4,850
13236,M. Álvarez,31,Independiente,66,66,185,185,Argentina,GK,68,62,57,68,23,76,4,425
13239,V. Vanbaleghem,22,La Berrichonne de Châteauroux,66,74,185,181,France,CDM,63,46,61,63,63,75,2,875
13270,L. Ravanelli,22,US Cremonese,66,75,188,165,Italy,CB,65,38,42,50,67,64,1,900
13275,D. Jovanovic,21,Cádiz CF,66,76,185,174,Serbia,ST,67,68,56,64,22,61,7,1100
13291,Juan Ibiza,24,CE Sabadell FC,66,73,188,172,Spain,CB,60,34,46,50,67,63,2,825
13299,J. Guillemenot,22,FC St. Gallen,66,74,183,165,Switzerland,CAM,72,65,64,67,33,63,4,950
13304,Gonçalo Cardoso,19,West Ham United,66,78,188,183,Portugal,CB,51,29,38,48,65,73,5,1000
13308,I. Saavedra,21,Universidad Católica,66,74,173,143,Chile,CAM,65,57,59,69,58,68,3,950
13313,L. Barreiro Martins,20,1. FSV Mainz 05,66,78,175,143,Luxembourg,CAM,71,51,61,74,67,54,6,1100
13322,K. Michael,20,Bologna,66,80,175,154,Nigeria,CAM,75,64,68,71,52,58,6,1400
13357,L. Sibley,18,Derby County,66,82,180,163,England,CAM,66,61,59,66,54,63,3,1300
13368,E. Destanoglu,19,Besiktas JK,66,79,196,194,Turkey,GK,66,70,58,72,22,64,5,975
13417,C. Kühlwetter,24,1. FC Heidenheim 1846,66,71,180,174,Germany,ST,71,65,55,66,33,71,7,875
13428,Guerrero,22,FC Lugano,66,74,175,146,Spain,LWB,66,46,60,61,63,61,2,850
13447,M. Gueye,22,KV Oostende,66,73,196,198,Senegal,ST,48,70,50,58,29,76,4,925
13452,A. Traoré,25,FC Metz,66,69,178,163,Mali,LM,86,60,55,68,17,58,5,800
13456,A. Groiß,22,Karlsruher SC,66,74,188,190,Germany,CB,56,46,53,52,65,77,3,875
13465,Ezequiel,22,Sanfrecce Hiroshima,66,73,168,143,Brazil,LM,82,55,57,72,27,54,3,900
13469,S. Lawson,25,Livingston FC,66,69,178,170,Togo,CDM,75,50,61,67,63,70,2,725
13477,D. Dragu<U+0219>,20,Crotone,66,75,185,174,Romania,ST,76,65,50,67,19,70,3,1000
13486,W. Ditta,23,Junior FC,66,76,180,176,Colombia,CB,56,24,46,52,62,78,1,950
13494,A. Issah,21,1. FSV Mainz 05,66,75,173,148,Ghana,ST,88,66,51,71,27,66,6,1000
13513,Cristian,24,Málaga CF,66,72,180,154,Spain,CAM,69,56,65,66,56,64,3,875
13533,Andrés Martín,20,Rayo Vallecano,66,80,170,146,Spain,ST,74,65,58,69,27,52,2,1400
13568,C. Mola,19,VfB Stuttgart,66,81,183,172,England,LB,68,40,63,65,62,63,3,1300
13578,S. McCallum,19,Coventry City,66,80,178,150,England,LWB,79,55,60,64,61,65,6,1300
13581,E. Laird,18,Manchester United,66,83,178,146,England,RB,77,55,58,67,62,69,7,1200
13588,D. van Kaam,20,FC Groningen,66,77,175,154,Netherlands,CAM,66,55,67,69,52,56,3,1100
13611,S. Rhein,22,1. FC Nürnberg,66,74,178,165,Germany,CDM,66,42,63,65,62,66,3,875
13619,D. Kotarski,20,Ajax,66,78,188,165,Croatia,GK,65,62,62,67,29,68,2,925
